Replicate,Condition,Date,Time,Depth (µm),A FireSting Ch1 (µmol/L),B No sensor,A FireSting Ch1 (raw value),B No sensor,Comment,A: Temp (∫C),B: Temp (∫C)
2,Light,4/12/24,3:37:51 PM,-900,193.147,NaN,21.072,NaN,,27.655,NaN
2,Light,4/12/24,3:37:58 PM,-950,194.378,NaN,21.013,NaN,,27.631,NaN
2,Light,4/12/24,3:38:05 PM,-1000,193.914,NaN,21.033,NaN,,27.649,NaN
2,Light,4/12/24,3:38:12 PM,-1050,193.518,NaN,21.041,NaN,,27.701,NaN
2,Light,4/12/24,3:38:18 PM,-1100,193.285,NaN,21.061,NaN,,27.67,NaN
2,Light,4/12/24,3:38:25 PM,-1150,193.506,NaN,21.057,NaN,,27.639,NaN
2,Light,4/12/24,3:38:32 PM,-1200,193.921,NaN,21.046,NaN,,27.595,NaN
2,Light,4/12/24,3:38:38 PM,-1250,193.057,NaN,21.079,NaN,,27.646,NaN
2,Light,4/12/24,3:38:45 PM,-1300,194.043,NaN,21.022,NaN,,27.666,NaN
2,Light,4/12/24,3:38:52 PM,-1350,193.125,NaN,21.066,NaN,,27.684,NaN
2,Light,4/12/24,3:38:59 PM,-1400,193.447,NaN,21.045,NaN,,27.7,NaN
2,Light,4/12/24,3:39:06 PM,-1450,193.921,NaN,21.043,NaN,,27.607,NaN
3,Light,4/12/24,3:40:43 PM,100,249.728,NaN,18.504,NaN,,27.671,NaN
3,Light,4/12/24,3:40:50 PM,50,245.367,NaN,18.677,NaN,,27.664,NaN
3,Light,4/12/24,3:40:56 PM,0,236.974,NaN,19.025,NaN,,27.633,NaN
3,Light,4/12/24,3:41:03 PM,-50,228.033,NaN,19.391,NaN,,27.69,NaN
3,Light,4/12/24,3:41:10 PM,-100,220.473,NaN,19.732,NaN,,27.666,NaN
3,Light,4/12/24,3:41:17 PM,-150,212.875,NaN,20.083,NaN,,27.667,NaN
3,Light,4/12/24,3:41:23 PM,-200,205.638,NaN,20.429,NaN,,27.678,NaN
3,Light,4/12/24,3:41:30 PM,-250,200.745,NaN,20.679,NaN,,27.654,NaN
3,Light,4/12/24,3:41:37 PM,-300,197.286,NaN,20.845,NaN,,27.698,NaN
3,Light,4/12/24,3:41:44 PM,-350,196.01,NaN,20.921,NaN,,27.658,NaN
3,Light,4/12/24,3:41:51 PM,-400,194.737,NaN,20.987,NaN,,27.66,NaN
3,Light,4/12/24,3:41:58 PM,-450,194.528,NaN,20.995,NaN,,27.672,NaN
3,Light,4/12/24,3:42:05 PM,-500,194.258,NaN,21.003,NaN,,27.697,NaN
3,Light,4/12/24,3:42:12 PM,-550,194.294,NaN,21.013,NaN,,27.649,NaN
3,Light,4/12/24,3:42:19 PM,-600,193.776,NaN,21.042,NaN,,27.642,NaN
3,Light,4/12/24,3:42:25 PM,-650,193.735,NaN,21.036,NaN,,27.675,NaN
3,Light,4/12/24,3:42:32 PM,-700,193.386,NaN,21.048,NaN,,27.701,NaN
3,Light,4/12/24,3:42:39 PM,-750,192.861,NaN,21.079,NaN,,27.688,NaN
3,Light,4/12/24,3:42:46 PM,-800,192.621,NaN,21.091,NaN,,27.691,NaN
3,Light,4/12/24,3:42:52 PM,-850,193.026,NaN,21.072,NaN,,27.681,NaN
3,Light,4/12/24,3:42:59 PM,-900,193.351,NaN,21.06,NaN,,27.66,NaN
3,Light,4/12/24,3:43:06 PM,-950,192.97,NaN,21.067,NaN,,27.713,NaN
3,Light,4/12/24,3:43:13 PM,-1000,192.862,NaN,21.074,NaN,,27.708,NaN
3,Light,4/12/24,3:43:19 PM,-1050,193.388,NaN,21.063,NaN,,27.64,NaN
3,Light,4/12/24,3:43:26 PM,-1100,193.615,NaN,21.047,NaN,,27.656,NaN
3,Light,4/12/24,3:43:33 PM,-1150,192.906,NaN,21.087,NaN,,27.646,NaN
3,Light,4/12/24,3:43:40 PM,-1200,193.059,NaN,21.067,NaN,,27.694,NaN
3,Light,4/12/24,3:43:46 PM,-1250,192.511,NaN,21.102,NaN,,27.67,NaN
3,Light,4/12/24,3:43:53 PM,-1300,193.181,NaN,21.065,NaN,,27.676,NaN
3,Light,4/12/24,3:44:00 PM,-1350,193.915,NaN,21.026,NaN,,27.677,NaN
3,Light,4/12/24,3:44:07 PM,-1400,193.408,NaN,21.056,NaN,,27.664,NaN
3,Light,4/12/24,3:44:14 PM,-1450,193.256,NaN,21.064,NaN,,27.664,NaN
1,Light_Stress_200PAR,4/12/24,3:47:53 PM,0,279.496,NaN,17.424,NaN,,27.68,NaN
1,Light_Stress_200PAR,4/12/24,3:47:59 PM,-50,262.641,NaN,18.016,NaN,,27.678,NaN
1,Light_Stress_200PAR,4/12/24,3:48:06 PM,-100,243.857,NaN,18.729,NaN,,27.699,NaN
1,Light_Stress_200PAR,4/12/24,3:48:13 PM,-150,227.284,NaN,19.42,NaN,,27.705,NaN
1,Light_Stress_200PAR,4/12/24,3:48:20 PM,-200,215.335,NaN,19.972,NaN,,27.649,NaN
1,Light_Stress_200PAR,4/12/24,3:48:27 PM,-250,206.901,NaN,20.373,NaN,,27.654,NaN
1,Light_Stress_200PAR,4/12/24,3:48:34 PM,-300,201.658,NaN,20.629,NaN,,27.67,NaN
1,Light_Stress_200PAR,4/12/24,3:48:41 PM,-350,197.363,NaN,20.84,NaN,,27.702,NaN
1,Light_Stress_200PAR,4/12/24,3:48:48 PM,-400,194.969,NaN,20.96,NaN,,27.72,NaN
1,Light_Stress_200PAR,4/12/24,3:48:55 PM,-450,194.353,NaN,20.999,NaN,,27.693,NaN
1,Light_Stress_200PAR,4/12/24,3:49:02 PM,-500,194.887,NaN,20.991,NaN,,27.612,NaN
1,Light_Stress_200PAR,4/12/24,3:49:09 PM,-550,193.912,NaN,21.017,NaN,,27.714,NaN
1,Light_Stress_200PAR,4/12/24,3:49:16 PM,-600,193.475,NaN,21.047,NaN,,27.686,NaN
2,Light_Stress_200PAR,4/12/24,3:49:45 PM,0,269.888,NaN,17.761,NaN,,27.656,NaN
2,Light_Stress_200PAR,4/12/24,3:49:51 PM,-50,256.075,NaN,18.253,NaN,,27.706,NaN
2,Light_Stress_200PAR,4/12/24,3:49:58 PM,-100,237.041,NaN,19.013,NaN,,27.672,NaN
2,Light_Stress_200PAR,4/12/24,3:50:05 PM,-150,221.56,NaN,19.675,NaN,,27.699,NaN
2,Light_Stress_200PAR,4/12/24,3:50:11 PM,-200,211.269,NaN,20.156,NaN,,27.68,NaN
2,Light_Stress_200PAR,4/12/24,3:50:18 PM,-250,204.019,NaN,20.51,NaN,,27.674,NaN
2,Light_Stress_200PAR,4/12/24,3:50:25 PM,-300,199.891,NaN,20.712,NaN,,27.696,NaN
2,Light_Stress_200PAR,4/12/24,3:50:32 PM,-350,196.722,NaN,20.885,NaN,,27.654,NaN
2,Light_Stress_200PAR,4/12/24,3:50:38 PM,-400,194.721,NaN,20.974,NaN,,27.716,NaN
2,Light_Stress_200PAR,4/12/24,3:50:45 PM,-450,193.494,NaN,21.043,NaN,,27.698,NaN
2,Light_Stress_200PAR,4/12/24,3:50:52 PM,-500,193.919,NaN,21.03,NaN,,27.66,NaN
2,Light_Stress_200PAR,4/12/24,3:50:59 PM,-550,194.883,NaN,20.988,NaN,,27.625,NaN
1,Light_Stress_400PAR,4/12/24,3:55:08 PM,0,290.379,NaN,17.062,NaN,,27.696,NaN
1,Light_Stress_400PAR,4/12/24,3:55:14 PM,-50,271.141,NaN,17.703,NaN,,27.717,NaN
1,Light_Stress_400PAR,4/12/24,3:55:21 PM,-100,251.347,NaN,18.456,NaN,,27.608,NaN
1,Light_Stress_400PAR,4/12/24,3:55:27 PM,-150,230.901,NaN,19.254,NaN,,27.746,NaN
1,Light_Stress_400PAR,4/12/24,3:55:33 PM,-200,217.366,NaN,19.863,NaN,,27.711,NaN
1,Light_Stress_400PAR,4/12/24,3:55:40 PM,-250,207.285,NaN,20.343,NaN,,27.7,NaN
1,Light_Stress_400PAR,4/12/24,3:55:47 PM,-300,200.805,NaN,20.659,NaN,,27.723,NaN
1,Light_Stress_400PAR,4/12/24,3:55:53 PM,-350,197.774,NaN,20.809,NaN,,27.742,NaN
1,Light_Stress_400PAR,4/12/24,3:56:00 PM,-400,195.809,NaN,20.929,NaN,,27.668,NaN
1,Light_Stress_400PAR,4/12/24,3:56:07 PM,-450,195.267,NaN,20.962,NaN,,27.649,NaN
1,Light_Stress_400PAR,4/12/24,3:56:13 PM,-500,194.693,NaN,20.973,NaN,,27.726,NaN
1,Light_Stress_400PAR,4/12/24,3:56:20 PM,-550,194.397,NaN,20.989,NaN,,27.724,NaN
2,Light_Stress_400PAR,4/12/24,3:56:45 PM,0,291.404,NaN,17.018,NaN,,27.746,NaN
2,Light_Stress_400PAR,4/12/24,3:56:52 PM,-50,276.578,NaN,17.527,NaN,,27.663,NaN
2,Light_Stress_400PAR,4/12/24,3:56:58 PM,-100,255.853,NaN,18.263,NaN,,27.699,NaN
2,Light_Stress_400PAR,4/12/24,3:57:05 PM,-150,236.156,NaN,19.037,NaN,,27.726,NaN
2,Light_Stress_400PAR,4/12/24,3:57:11 PM,-200,220.702,NaN,19.713,NaN,,27.702,NaN
2,Light_Stress_400PAR,4/12/24,3:57:18 PM,-250,208.626,NaN,20.266,NaN,,27.749,NaN
2,Light_Stress_400PAR,4/12/24,3:57:25 PM,-300,201.413,NaN,20.631,NaN,,27.712,NaN
2,Light_Stress_400PAR,4/12/24,3:57:31 PM,-350,198.284,NaN,20.783,NaN,,27.741,NaN
2,Light_Stress_400PAR,4/12/24,3:57:38 PM,-400,197.151,NaN,20.848,NaN,,27.714,NaN
2,Light_Stress_400PAR,4/12/24,3:57:45 PM,-450,195.762,NaN,20.925,NaN,,27.694,NaN
2,Light_Stress_400PAR,4/12/24,3:57:52 PM,-500,194.096,NaN,21.012,NaN,,27.695,NaN
2,Light_Stress_400PAR,4/12/24,3:57:59 PM,-550,193.766,NaN,21.021,NaN,,27.729,NaN
1,Light_Stress_750PAR,4/12/24,4:02:43 PM,0,308.472,NaN,16.49,NaN,,27.754,NaN
1,Light_Stress_750PAR,4/12/24,4:02:50 PM,-50,289.435,NaN,17.096,NaN,,27.68,NaN
1,Light_Stress_750PAR,4/12/24,4:02:57 PM,-100,269.1,NaN,17.774,NaN,,27.721,NaN
1,Light_Stress_750PAR,4/12/24,4:03:04 PM,-150,247.491,NaN,18.576,NaN,,27.737,NaN
1,Light_Stress_750PAR,4/12/24,4:03:11 PM,-200,231.166,NaN,19.241,NaN,,27.753,NaN
1,Light_Stress_750PAR,4/12/24,4:03:18 PM,-250,219.75,NaN,19.753,NaN,,27.715,NaN
1,Light_Stress_750PAR,4/12/24,4:03:25 PM,-300,211.366,NaN,20.138,NaN,,27.735,NaN
1,Light_Stress_750PAR,4/12/24,4:03:32 PM,-350,206.106,NaN,20.396,NaN,,27.719,NaN
1,Light_Stress_750PAR,4/12/24,4:03:39 PM,-400,203.336,NaN,20.555,NaN,,27.629,NaN
1,Light_Stress_750PAR,4/12/24,4:03:46 PM,-450,199.711,NaN,20.716,NaN,,27.717,NaN
1,Light_Stress_750PAR,4/12/24,4:03:53 PM,-500,197.626,NaN,20.825,NaN,,27.708,NaN
1,Light_Stress_750PAR,4/12/24,4:04:00 PM,-550,195.447,NaN,20.917,NaN,,27.793,NaN
2,Light_Stress_750PAR,4/12/24,4:04:26 PM,0,315.724,NaN,16.277,NaN,,27.757,NaN
2,Light_Stress_750PAR,4/12/24,4:04:33 PM,-50,303.219,NaN,16.656,NaN,,27.717,NaN
2,Light_Stress_750PAR,4/12/24,4:04:40 PM,-100,282.165,NaN,17.323,NaN,,27.731,NaN
2,Light_Stress_750PAR,4/12/24,4:04:47 PM,-150,260.709,NaN,18.079,NaN,,27.712,NaN
2,Light_Stress_750PAR,4/12/24,4:04:54 PM,-200,242.387,NaN,18.77,NaN,,27.776,NaN
2,Light_Stress_750PAR,4/12/24,4:05:01 PM,-250,227.271,NaN,19.406,NaN,,27.766,NaN
2,Light_Stress_750PAR,4/12/24,4:05:08 PM,-300,217.13,NaN,19.863,NaN,,27.756,NaN
2,Light_Stress_750PAR,4/12/24,4:05:14 PM,-350,210.746,NaN,20.169,NaN,,27.729,NaN
2,Light_Stress_750PAR,4/12/24,4:05:21 PM,-400,206.844,NaN,20.355,NaN,,27.739,NaN
2,Light_Stress_750PAR,4/12/24,4:05:28 PM,-450,201.951,NaN,20.589,NaN,,27.773,NaN
2,Light_Stress_750PAR,4/12/24,4:05:35 PM,-500,198.023,NaN,20.791,NaN,,27.763,NaN
2,Light_Stress_750PAR,4/12/24,4:05:42 PM,-550,196.67,NaN,20.866,NaN,,27.742,NaN
1,Dark,4/12/24,4:26:13 PM,100,175.72,NaN,22.036,NaN,,27.694,NaN
1,Dark,4/12/24,4:26:20 PM,50,177.968,NaN,21.887,NaN,,27.763,NaN
1,Dark,4/12/24,4:26:27 PM,0,180.509,NaN,21.741,NaN,,27.761,NaN
1,Dark,4/12/24,4:26:33 PM,-50,183.34,NaN,21.578,NaN,,27.771,NaN
1,Dark,4/12/24,4:26:40 PM,-100,185.841,NaN,21.45,NaN,,27.725,NaN
1,Dark,4/12/24,4:26:46 PM,-150,188.07,NaN,21.33,NaN,,27.715,NaN
1,Dark,4/12/24,4:26:53 PM,-200,189.583,NaN,21.261,NaN,,27.662,NaN
1,Dark,4/12/24,4:27:00 PM,-250,190.016,NaN,21.217,NaN,,27.745,NaN
1,Dark,4/12/24,4:27:07 PM,-300,191.343,NaN,21.143,NaN,,27.756,NaN
1,Dark,4/12/24,4:27:14 PM,-350,192.108,NaN,21.122,NaN,,27.676,NaN
1,Dark,4/12/24,4:27:20 PM,-400,192.997,NaN,21.076,NaN,,27.671,NaN
1,Dark,4/12/24,4:27:27 PM,-450,193.051,NaN,21.06,NaN,,27.724,NaN
1,Dark,4/12/24,4:27:34 PM,-500,193.281,NaN,21.056,NaN,,27.691,NaN
1,Dark,4/12/24,4:27:41 PM,-550,193.283,NaN,21.047,NaN,,27.727,NaN
1,Dark,4/12/24,4:27:48 PM,-600,193.113,NaN,21.054,NaN,,27.735,NaN
1,Dark,4/12/24,4:27:54 PM,-650,193.507,NaN,21.027,NaN,,27.76,NaN
1,Dark,4/12/24,4:28:01 PM,-700,193.149,NaN,21.061,NaN,,27.699,NaN
1,Dark,4/12/24,4:28:08 PM,-750,193.266,NaN,21.04,NaN,,27.759,NaN
1,Dark,4/12/24,4:28:15 PM,-800,193.112,NaN,21.059,NaN,,27.715,NaN
1,Dark,4/12/24,4:28:22 PM,-850,193.685,NaN,21.027,NaN,,27.722,NaN
1,Dark,4/12/24,4:28:29 PM,-900,193.452,NaN,21.046,NaN,,27.695,NaN
1,Dark,4/12/24,4:28:36 PM,-950,193.461,NaN,21.045,NaN,,27.697,NaN
1,Dark,4/12/24,4:28:43 PM,-1000,193.38,NaN,21.032,NaN,,27.767,NaN
1,Dark,4/12/24,4:28:50 PM,-1050,193.313,NaN,21.039,NaN,,27.753,NaN
1,Dark,4/12/24,4:28:57 PM,-1100,192.853,NaN,21.072,NaN,,27.718,NaN
1,Dark,4/12/24,4:29:04 PM,-1150,192.52,NaN,21.079,NaN,,27.761,NaN
1,Dark,4/12/24,4:29:11 PM,-1200,193.845,NaN,21.026,NaN,,27.692,NaN
1,Dark,4/12/24,4:29:18 PM,-1250,193.37,NaN,21.031,NaN,,27.773,NaN
1,Dark,4/12/24,4:29:25 PM,-1300,193.112,NaN,21.06,NaN,,27.711,NaN
1,Dark,4/12/24,4:29:32 PM,-1350,193.458,NaN,21.036,NaN,,27.734,NaN
1,Dark,4/12/24,4:29:39 PM,-1400,193.293,NaN,21.066,NaN,,27.648,NaN
1,Dark,4/12/24,4:29:46 PM,-1450,193.288,NaN,21.044,NaN,,27.738,NaN
2,Dark,4/12/24,4:30:08 PM,100,178.21,NaN,21.884,NaN,,27.719,NaN
2,Dark,4/12/24,4:30:15 PM,50,179.681,NaN,21.805,NaN,,27.695,NaN
2,Dark,4/12/24,4:30:22 PM,0,181.627,NaN,21.685,NaN,,27.73,NaN
2,Dark,4/12/24,4:30:28 PM,-50,184.384,NaN,21.54,NaN,,27.689,NaN
2,Dark,4/12/24,4:30:36 PM,-100,186.299,NaN,21.422,NaN,,27.736,NaN
2,Dark,4/12/24,4:30:43 PM,-150,188.527,NaN,21.335,NaN,,27.595,NaN
2,Dark,4/12/24,4:30:49 PM,-200,189.845,NaN,21.223,NaN,,27.758,NaN
2,Dark,4/12/24,4:30:56 PM,-250,190.893,NaN,21.176,NaN,,27.72,NaN
2,Dark,4/12/24,4:31:03 PM,-300,192.113,NaN,21.115,NaN,,27.703,NaN
2,Dark,4/12/24,4:31:10 PM,-350,192.541,NaN,21.093,NaN,,27.7,NaN
2,Dark,4/12/24,4:31:17 PM,-400,193.252,NaN,21.06,NaN,,27.681,NaN
2,Dark,4/12/24,4:31:23 PM,-450,193.75,NaN,21.028,NaN,,27.704,NaN
2,Dark,4/12/24,4:31:30 PM,-500,192.718,NaN,21.069,NaN,,27.759,NaN
2,Dark,4/12/24,4:31:37 PM,-550,193.24,NaN,21.051,NaN,,27.72,NaN
2,Dark,4/12/24,4:31:44 PM,-600,193.468,NaN,21.033,NaN,,27.744,NaN
2,Dark,4/12/24,4:31:51 PM,-650,193.754,NaN,21.032,NaN,,27.687,NaN
2,Dark,4/12/24,4:31:58 PM,-700,193.285,NaN,21.037,NaN,,27.767,NaN
2,Dark,4/12/24,4:32:05 PM,-750,193.112,NaN,21.061,NaN,,27.707,NaN
2,Dark,4/12/24,4:32:12 PM,-800,193.173,NaN,21.061,NaN,,27.694,NaN
2,Dark,4/12/24,4:32:19 PM,-850,193.567,NaN,21.054,NaN,,27.638,NaN
2,Dark,4/12/24,4:32:26 PM,-900,192.712,NaN,21.078,NaN,,27.724,NaN
2,Dark,4/12/24,4:32:33 PM,-950,193.352,NaN,21.053,NaN,,27.688,NaN
2,Dark,4/12/24,4:32:40 PM,-1000,193.195,NaN,21.044,NaN,,27.758,NaN
2,Dark,4/12/24,4:32:47 PM,-1050,194.022,NaN,21.034,NaN,,27.622,NaN
2,Dark,4/12/24,4:32:54 PM,-1100,192.853,NaN,21.068,NaN,,27.734,NaN
2,Dark,4/12/24,4:33:01 PM,-1150,192.639,NaN,21.069,NaN,,27.776,NaN
2,Dark,4/12/24,4:33:08 PM,-1200,193.629,NaN,21.049,NaN,,27.645,NaN
2,Dark,4/12/24,4:33:15 PM,-1250,192.99,NaN,21.086,NaN,,27.632,NaN
2,Dark,4/12/24,4:33:22 PM,-1300,193.851,NaN,21.044,NaN,,27.618,NaN
2,Dark,4/12/24,4:33:29 PM,-1350,193.216,NaN,21.055,NaN,,27.709,NaN
2,Dark,4/12/24,4:33:36 PM,-1400,193.603,NaN,21.036,NaN,,27.703,NaN
2,Dark,4/12/24,4:33:43 PM,-1450,193.959,NaN,21.016,NaN,,27.708,NaN
3,Dark,4/12/24,4:34:08 PM,100,177.596,NaN,21.932,NaN,,27.67,NaN
3,Dark,4/12/24,4:34:14 PM,50,178.806,NaN,21.856,NaN,,27.693,NaN
3,Dark,4/12/24,4:34:21 PM,0,180.605,NaN,21.738,NaN,,27.751,NaN
3,Dark,4/12/24,4:34:28 PM,-50,182.904,NaN,21.614,NaN,,27.725,NaN
3,Dark,4/12/24,4:34:35 PM,-100,185.282,NaN,21.486,NaN,,27.705,NaN
3,Dark,4/12/24,4:34:42 PM,-150,186.897,NaN,21.395,NaN,,27.712,NaN
3,Dark,4/12/24,4:34:49 PM,-200,188.936,NaN,21.268,NaN,,27.775,NaN
3,Dark,4/12/24,4:34:56 PM,-250,190.214,NaN,21.218,NaN,,27.698,NaN
3,Dark,4/12/24,4:35:03 PM,-300,190.958,NaN,21.174,NaN,,27.714,NaN
3,Dark,4/12/24,4:35:10 PM,-350,192.409,NaN,21.103,NaN,,27.688,NaN
3,Dark,4/12/24,4:35:17 PM,-400,192.515,NaN,21.083,NaN,,27.746,NaN
3,Dark,4/12/24,4:35:24 PM,-450,192.924,NaN,21.066,NaN,,27.727,NaN
3,Dark,4/12/24,4:35:31 PM,-500,193.217,NaN,21.05,NaN,,27.729,NaN
3,Dark,4/12/24,4:35:38 PM,-550,192.741,NaN,21.07,NaN,,27.75,NaN
3,Dark,4/12/24,4:35:45 PM,-600,193.219,NaN,21.063,NaN,,27.676,NaN
3,Dark,4/12/24,4:35:52 PM,-650,193.442,NaN,21.045,NaN,,27.701,NaN
3,Dark,4/12/24,4:35:59 PM,-700,193.407,NaN,21.034,NaN,,27.753,NaN
3,Dark,4/12/24,4:36:05 PM,-750,193.666,NaN,21.051,NaN,,27.629,NaN
3,Dark,4/12/24,4:36:12 PM,-800,193.399,NaN,21.052,NaN,,27.682,NaN
3,Dark,4/12/24,4:36:19 PM,-850,194.55,NaN,21.001,NaN,,27.643,NaN
3,Dark,4/12/24,4:36:26 PM,-900,192.993,NaN,21.05,NaN,,27.777,NaN
3,Dark,4/12/24,4:36:33 PM,-950,193.274,NaN,21.046,NaN,,27.733,NaN
3,Dark,4/12/24,4:36:40 PM,-1000,193.644,NaN,21.021,NaN,,27.755,NaN
3,Dark,4/12/24,4:36:46 PM,-1050,193.556,NaN,21.039,NaN,,27.701,NaN
3,Dark,4/12/24,4:36:53 PM,-1100,193.458,NaN,21.038,NaN,,27.726,NaN
3,Dark,4/12/24,4:36:59 PM,-1150,192.948,NaN,21.063,NaN,,27.734,NaN
3,Dark,4/12/24,4:37:06 PM,-1200,193.339,NaN,21.077,NaN,,27.594,NaN
3,Dark,4/12/24,4:37:12 PM,-1250,193.491,NaN,21.035,NaN,,27.731,NaN
3,Dark,4/12/24,4:37:19 PM,-1300,194.166,NaN,21.018,NaN,,27.656,NaN
3,Dark,4/12/24,4:37:25 PM,-1350,193.844,NaN,21.007,NaN,,27.769,NaN
3,Dark,4/12/24,4:37:32 PM,-1400,194.349,NaN,20.995,NaN,,27.71,NaN
3,Dark,4/12/24,4:37:38 PM,-1450,193.073,NaN,21.069,NaN,,27.683,NaN
