
***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	1	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
9:33:58 AM	-50.0	279.466	NaN	17.627	NaN		26.796	NaN
9:34:05 AM	-100.0	269.743	NaN	17.964	NaN		26.799	NaN
9:34:12 AM	-150.0	259.323	NaN	18.340	NaN		26.813	NaN
9:34:19 AM	-200.0	248.880	NaN	18.736	NaN		26.828	NaN
9:34:25 AM	-250.0	237.313	NaN	19.201	NaN		26.838	NaN
9:34:32 AM	-300.0	228.431	NaN	19.585	NaN		26.814	NaN
9:34:38 AM	-350.0	221.918	NaN	19.880	NaN		26.789	NaN
9:34:45 AM	-400.0	216.726	NaN	20.111	NaN		26.816	NaN
9:34:51 AM	-450.0	212.641	NaN	20.305	NaN		26.807	NaN
9:34:58 AM	-500.0	209.639	NaN	20.449	NaN		26.806	NaN
9:35:04 AM	-550.0	208.705	NaN	20.491	NaN		26.819	NaN
9:35:11 AM	-600.0	208.304	NaN	20.509	NaN		26.825	NaN
9:35:17 AM	-650.0	207.627	NaN	20.543	NaN		26.821	NaN
9:35:24 AM	-700.0	207.617	NaN	20.543	NaN		26.823	NaN
9:35:31 AM	-750.0	207.187	NaN	20.564	NaN		26.823	NaN
9:35:37 AM	-800.0	207.428	NaN	20.549	NaN		26.836	NaN
9:35:44 AM	-850.0	207.437	NaN	20.554	NaN		26.814	NaN
9:35:50 AM	-900.0	207.060	NaN	20.571	NaN		26.820	NaN
9:35:56 AM	-950.0	207.014	NaN	20.574	NaN		26.817	NaN
9:36:03 AM	-1000.0	207.167	NaN	20.565	NaN		26.823	NaN
9:36:09 AM	-1050.0	207.909	NaN	20.529	NaN		26.822	NaN
9:36:16 AM	-1100.0	207.826	NaN	20.535	NaN		26.814	NaN
9:36:22 AM	-1150.0	207.351	NaN	20.558	NaN		26.815	NaN
9:36:29 AM	-1200.0	207.570	NaN	20.547	NaN		26.816	NaN
9:36:36 AM	-1250.0	207.550	NaN	20.544	NaN		26.832	NaN
9:36:42 AM	-1300.0	207.274	NaN	20.559	NaN		26.826	NaN
9:36:49 AM	-1350.0	207.678	NaN	20.542	NaN		26.815	NaN
9:36:56 AM	-1400.0	207.228	NaN	20.563	NaN		26.819	NaN
9:37:03 AM	-1450.0	207.065	NaN	20.571	NaN		26.819	NaN
9:37:10 AM	-1500.0	207.208	NaN	20.563	NaN		26.823	NaN
9:37:17 AM	-1550.0	206.632	NaN	20.590	NaN		26.828	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	5	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
9:39:08 AM	850.0	367.680	NaN	15.114	NaN		26.835	NaN
9:39:15 AM	800.0	367.556	NaN	15.118	NaN		26.830	NaN
9:39:21 AM	750.0	367.280	NaN	15.121	NaN		26.847	NaN
9:39:28 AM	700.0	365.538	NaN	15.162	NaN		26.850	NaN
9:39:34 AM	650.0	362.884	NaN	15.227	NaN		26.845	NaN
9:39:41 AM	600.0	360.701	NaN	15.279	NaN		26.850	NaN
9:39:48 AM	550.0	357.705	NaN	15.357	NaN		26.829	NaN
9:39:55 AM	500.0	355.264	NaN	15.416	NaN		26.836	NaN
9:40:01 AM	450.0	352.199	NaN	15.493	NaN		26.835	NaN
9:40:08 AM	400.0	346.357	NaN	15.645	NaN		26.820	NaN
9:40:15 AM	350.0	342.013	NaN	15.758	NaN		26.819	NaN
9:40:22 AM	300.0	334.889	NaN	15.941	NaN		26.847	NaN
9:40:29 AM	250.0	328.983	NaN	16.102	NaN		26.846	NaN
9:40:35 AM	200.0	322.887	NaN	16.277	NaN		26.823	NaN
9:40:42 AM	150.0	315.686	NaN	16.477	NaN		26.851	NaN
9:40:49 AM	100.0	307.278	NaN	16.724	NaN		26.858	NaN
9:40:55 AM	50.0	298.264	NaN	17.004	NaN		26.842	NaN
9:41:02 AM	0.0	289.131	NaN	17.292	NaN		26.856	NaN
9:41:09 AM	-50.0	278.783	NaN	17.638	NaN		26.849	NaN
9:41:16 AM	-100.0	268.680	NaN	17.989	NaN		26.854	NaN
9:41:23 AM	-150.0	258.050	NaN	18.377	NaN		26.858	NaN
9:41:30 AM	-200.0	246.925	NaN	18.810	NaN		26.841	NaN
9:41:37 AM	-250.0	237.600	NaN	19.191	NaN		26.830	NaN
9:41:44 AM	-300.0	228.856	NaN	19.558	NaN		26.849	NaN
9:41:50 AM	-350.0	222.089	NaN	19.860	NaN		26.839	NaN
9:41:57 AM	-400.0	216.760	NaN	20.103	NaN		26.842	NaN
9:42:04 AM	-450.0	211.855	NaN	20.331	NaN		26.853	NaN
9:42:10 AM	-500.0	210.003	NaN	20.424	NaN		26.836	NaN
9:42:17 AM	-550.0	208.382	NaN	20.498	NaN		26.854	NaN
9:42:24 AM	-600.0	207.965	NaN	20.522	NaN		26.839	NaN
9:42:31 AM	-650.0	207.351	NaN	20.549	NaN		26.851	NaN
9:42:38 AM	-700.0	207.173	NaN	20.556	NaN		26.858	NaN
9:42:45 AM	-750.0	206.882	NaN	20.570	NaN		26.859	NaN
9:42:51 AM	-800.0	207.320	NaN	20.553	NaN		26.841	NaN
9:42:58 AM	-850.0	207.500	NaN	20.540	NaN		26.858	NaN
9:43:05 AM	-900.0	207.408	NaN	20.543	NaN		26.864	NaN
9:43:11 AM	-950.0	207.101	NaN	20.562	NaN		26.848	NaN
9:43:18 AM	-1000.0	207.526	NaN	20.536	NaN		26.869	NaN
9:43:25 AM	-1050.0	207.183	NaN	20.554	NaN		26.864	NaN
9:43:32 AM	-1100.0	206.693	NaN	20.578	NaN		26.864	NaN
9:43:39 AM	-1150.0	207.392	NaN	20.545	NaN		26.859	NaN
9:43:45 AM	-1200.0	206.694	NaN	20.573	NaN		26.884	NaN
9:43:52 AM	-1250.0	206.679	NaN	20.574	NaN		26.883	NaN
9:44:00 AM	-1300.0	207.592	NaN	20.537	NaN		26.852	NaN
9:44:06 AM	-1350.0	207.296	NaN	20.547	NaN		26.870	NaN
9:44:14 AM	-1400.0	207.209	NaN	20.551	NaN		26.871	NaN
9:44:20 AM	-1450.0	207.168	NaN	20.550	NaN		26.883	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	6	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
9:45:31 AM	850.0	371.325	NaN	15.023	NaN		26.858	NaN
9:45:37 AM	800.0	370.960	NaN	15.028	NaN		26.875	NaN
9:45:44 AM	750.0	369.340	NaN	15.062	NaN		26.895	NaN
9:45:51 AM	700.0	367.819	NaN	15.101	NaN		26.881	NaN
9:45:57 AM	650.0	364.884	NaN	15.176	NaN		26.858	NaN
9:46:04 AM	600.0	361.544	NaN	15.254	NaN		26.871	NaN
9:46:11 AM	550.0	358.430	NaN	15.327	NaN		26.886	NaN
9:46:18 AM	500.0	354.984	NaN	15.417	NaN		26.864	NaN
9:46:25 AM	450.0	350.795	NaN	15.519	NaN		26.879	NaN
9:46:32 AM	400.0	347.275	NaN	15.610	NaN		26.873	NaN
9:46:39 AM	350.0	341.743	NaN	15.756	NaN		26.861	NaN
9:46:46 AM	300.0	334.227	NaN	15.951	NaN		26.883	NaN
9:46:53 AM	250.0	327.724	NaN	16.135	NaN		26.854	NaN
9:47:00 AM	200.0	322.571	NaN	16.276	NaN		26.868	NaN
9:47:07 AM	150.0	315.797	NaN	16.472	NaN		26.859	NaN
9:47:14 AM	100.0	306.956	NaN	16.731	NaN		26.870	NaN
9:47:21 AM	50.0	298.842	NaN	16.974	NaN		26.895	NaN
9:47:28 AM	0.0	288.271	NaN	17.315	NaN		26.878	NaN
9:47:35 AM	-50.0	279.093	NaN	17.621	NaN		26.877	NaN
9:47:42 AM	-100.0	268.607	NaN	17.983	NaN		26.891	NaN
9:47:49 AM	-150.0	258.611	NaN	18.351	NaN		26.879	NaN
9:47:56 AM	-200.0	246.227	NaN	18.831	NaN		26.869	NaN
9:48:03 AM	-250.0	237.452	NaN	19.187	NaN		26.872	NaN
9:48:10 AM	-300.0	227.560	NaN	19.606	NaN		26.884	NaN
9:48:17 AM	-350.0	219.826	NaN	19.957	NaN		26.862	NaN
9:48:24 AM	-400.0	215.303	NaN	20.162	NaN		26.878	NaN
9:48:31 AM	-450.0	212.067	NaN	20.310	NaN		26.897	NaN
9:48:38 AM	-500.0	209.974	NaN	20.412	NaN		26.890	NaN
9:48:45 AM	-550.0	208.501	NaN	20.485	NaN		26.883	NaN
9:48:52 AM	-600.0	208.182	NaN	20.506	NaN		26.861	NaN
9:48:59 AM	-650.0	207.674	NaN	20.532	NaN		26.856	NaN
9:49:06 AM	-700.0	207.281	NaN	20.544	NaN		26.885	NaN
9:49:13 AM	-750.0	207.077	NaN	20.549	NaN		26.905	NaN
9:49:19 AM	-800.0	206.750	NaN	20.567	NaN		26.897	NaN
9:49:26 AM	-850.0	207.066	NaN	20.555	NaN		26.883	NaN
9:49:33 AM	-900.0	206.923	NaN	20.560	NaN		26.891	NaN
9:49:39 AM	-950.0	206.251	NaN	20.595	NaN		26.883	NaN
9:49:46 AM	-1000.0	207.148	NaN	20.552	NaN		26.879	NaN
9:49:53 AM	-1050.0	207.035	NaN	20.557	NaN		26.881	NaN
9:50:00 AM	-1100.0	206.919	NaN	20.557	NaN		26.904	NaN
9:50:06 AM	-1150.0	206.643	NaN	20.570	NaN		26.906	NaN
9:50:13 AM	-1200.0	207.179	NaN	20.546	NaN		26.897	NaN
9:50:19 AM	-1250.0	206.669	NaN	20.568	NaN		26.909	NaN
9:50:26 AM	-1300.0	206.506	NaN	20.579	NaN		26.897	NaN
9:50:33 AM	-1350.0	207.168	NaN	20.553	NaN		26.871	NaN
9:50:39 AM	-1400.0	206.994	NaN	20.566	NaN		26.853	NaN
9:50:46 AM	-1450.0	206.399	NaN	20.587	NaN		26.886	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	7	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
10:13:54 AM	850.0	180.675	NaN	21.935	NaN		26.955	NaN
10:14:01 AM	800.0	180.677	NaN	21.942	NaN		26.927	NaN
10:14:08 AM	750.0	180.486	NaN	21.943	NaN		26.966	NaN
10:14:15 AM	700.0	180.886	NaN	21.928	NaN		26.935	NaN
10:14:22 AM	650.0	180.589	NaN	21.945	NaN		26.935	NaN
10:14:29 AM	600.0	180.829	NaN	21.931	NaN		26.936	NaN
10:14:36 AM	550.0	181.260	NaN	21.900	NaN		26.961	NaN
10:14:43 AM	500.0	181.537	NaN	21.890	NaN		26.938	NaN
10:14:50 AM	450.0	181.756	NaN	21.877	NaN		26.940	NaN
10:14:57 AM	400.0	182.522	NaN	21.831	NaN		26.950	NaN
10:15:04 AM	350.0	183.341	NaN	21.789	NaN		26.933	NaN
10:15:11 AM	300.0	184.482	NaN	21.733	NaN		26.901	NaN
10:15:18 AM	250.0	184.981	NaN	21.696	NaN		26.937	NaN
10:15:25 AM	200.0	185.945	NaN	21.636	NaN		26.962	NaN
10:15:32 AM	150.0	187.080	NaN	21.575	NaN		26.955	NaN
10:15:39 AM	100.0	189.030	NaN	21.471	NaN		26.944	NaN
10:15:46 AM	50.0	190.047	NaN	21.412	NaN		26.959	NaN
10:15:53 AM	0.0	191.791	NaN	21.328	NaN		26.920	NaN
10:16:00 AM	-50.0	193.380	NaN	21.239	NaN		26.937	NaN
10:16:07 AM	-100.0	195.315	NaN	21.138	NaN		26.933	NaN
10:16:14 AM	-150.0	196.592	NaN	21.067	NaN		26.950	NaN
10:16:21 AM	-200.0	199.529	NaN	20.915	NaN		26.952	NaN
10:16:28 AM	-250.0	201.017	NaN	20.844	NaN		26.933	NaN
10:16:35 AM	-300.0	202.532	NaN	20.768	NaN		26.931	NaN
10:16:42 AM	-350.0	203.545	NaN	20.710	NaN		26.960	NaN
10:16:49 AM	-400.0	204.096	NaN	20.684	NaN		26.954	NaN
10:16:56 AM	-450.0	205.522	NaN	20.617	NaN		26.939	NaN
10:17:03 AM	-500.0	205.928	NaN	20.594	NaN		26.951	NaN
10:17:10 AM	-550.0	206.263	NaN	20.579	NaN		26.945	NaN
10:17:17 AM	-600.0	206.569	NaN	20.559	NaN		26.965	NaN
10:17:24 AM	-650.0	206.461	NaN	20.568	NaN		26.950	NaN
10:17:31 AM	-700.0	206.767	NaN	20.557	NaN		26.934	NaN
10:17:38 AM	-750.0	206.793	NaN	20.549	NaN		26.961	NaN
10:17:45 AM	-800.0	206.177	NaN	20.580	NaN		26.958	NaN
10:17:52 AM	-850.0	207.068	NaN	20.538	NaN		26.951	NaN
10:17:59 AM	-900.0	207.120	NaN	20.532	NaN		26.965	NaN
10:18:05 AM	-950.0	207.354	NaN	20.525	NaN		26.947	NaN
10:18:12 AM	-1000.0	207.339	NaN	20.527	NaN		26.942	NaN
10:18:19 AM	-1050.0	207.262	NaN	20.531	NaN		26.941	NaN
10:18:25 AM	-1100.0	206.854	NaN	20.547	NaN		26.957	NaN
10:18:32 AM	-1150.0	207.027	NaN	20.544	NaN		26.935	NaN
10:18:38 AM	-1200.0	206.894	NaN	20.547	NaN		26.949	NaN
10:18:45 AM	-1250.0	207.047	NaN	20.547	NaN		26.919	NaN
10:18:51 AM	-1300.0	206.422	NaN	20.563	NaN		26.978	NaN
10:18:58 AM	-1350.0	206.981	NaN	20.542	NaN		26.952	NaN
10:19:04 AM	-1400.0	207.226	NaN	20.532	NaN		26.944	NaN
10:19:11 AM	-1450.0	206.655	NaN	20.560	NaN		26.944	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	8	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
10:20:15 AM	850.0	175.638	NaN	22.225	NaN		26.968	NaN
10:20:21 AM	800.0	174.537	NaN	22.293	NaN		26.958	NaN
10:20:28 AM	750.0	174.712	NaN	22.281	NaN		26.964	NaN
10:20:35 AM	700.0	174.780	NaN	22.279	NaN		26.956	NaN
10:20:42 AM	650.0	175.027	NaN	22.262	NaN		26.965	NaN
10:20:49 AM	600.0	175.417	NaN	22.244	NaN		26.945	NaN
10:20:56 AM	550.0	176.077	NaN	22.207	NaN		26.937	NaN
