Replicate,Condition,Date,Time,Depth (µm),A FireSting Ch1 (µmol/L),B No sensor,A FireSting Ch1 (raw value),B No sensor,Comment,A: Temp (∫C),B: Temp (∫C)
2,Light,4/12/24,1:27:18 PM,-100,266.391,NaN,17.918,NaN,,27.514,NaN
2,Light,4/12/24,1:27:25 PM,-150,254.416,NaN,18.373,NaN,,27.46,NaN
2,Light,4/12/24,1:27:32 PM,-200,240.487,NaN,18.908,NaN,,27.517,NaN
2,Light,4/12/24,1:27:39 PM,-250,228.912,NaN,19.394,NaN,,27.518,NaN
2,Light,4/12/24,1:27:46 PM,-300,219.288,NaN,19.831,NaN,,27.479,NaN
2,Light,4/12/24,1:27:53 PM,-350,211.204,NaN,20.21,NaN,,27.471,NaN
2,Light,4/12/24,1:28:00 PM,-400,205.874,NaN,20.461,NaN,,27.5,NaN
2,Light,4/12/24,1:28:07 PM,-450,201.727,NaN,20.674,NaN,,27.473,NaN
2,Light,4/12/24,1:28:13 PM,-500,199.361,NaN,20.771,NaN,,27.566,NaN
2,Light,4/12/24,1:28:19 PM,-550,198.974,NaN,20.815,NaN,,27.468,NaN
2,Light,4/12/24,1:28:26 PM,-600,197.536,NaN,20.882,NaN,,27.496,NaN
2,Light,4/12/24,1:28:33 PM,-650,196.709,NaN,20.929,NaN,,27.479,NaN
2,Light,4/12/24,1:28:40 PM,-700,195.988,NaN,20.962,NaN,,27.497,NaN
2,Light,4/12/24,1:28:47 PM,-750,195.118,NaN,21,NaN,,27.527,NaN
2,Light,4/12/24,1:28:54 PM,-800,194.965,NaN,21.01,NaN,,27.519,NaN
2,Light,4/12/24,1:29:00 PM,-850,194.403,NaN,21.036,NaN,,27.533,NaN
2,Light,4/12/24,1:29:07 PM,-900,194.936,NaN,21.013,NaN,,27.513,NaN
2,Light,4/12/24,1:29:14 PM,-950,194.645,NaN,21.026,NaN,,27.522,NaN
2,Light,4/12/24,1:29:21 PM,-1000,195.251,NaN,20.996,NaN,,27.515,NaN
2,Light,4/12/24,1:29:28 PM,-1050,194.659,NaN,21.033,NaN,,27.491,NaN
2,Light,4/12/24,1:29:34 PM,-1100,194.836,NaN,21.016,NaN,,27.522,NaN
2,Light,4/12/24,1:29:41 PM,-1150,194.964,NaN,21.013,NaN,,27.507,NaN
2,Light,4/12/24,1:29:47 PM,-1200,194,NaN,21.051,NaN,,27.558,NaN
2,Light,4/12/24,1:29:54 PM,-1250,194.745,NaN,21.024,NaN,,27.509,NaN
2,Light,4/12/24,1:30:01 PM,-1300,195.049,NaN,21.016,NaN,,27.477,NaN
2,Light,4/12/24,1:30:08 PM,-1350,194.783,NaN,21.02,NaN,,27.517,NaN
2,Light,4/12/24,1:30:15 PM,-1400,194.912,NaN,21.015,NaN,,27.51,NaN
2,Light,4/12/24,1:30:21 PM,-1450,194.704,NaN,21.015,NaN,,27.554,NaN
3,Light,4/12/24,1:30:56 PM,50,298.305,NaN,16.854,NaN,,27.505,NaN
3,Light,4/12/24,1:31:02 PM,0,294.029,NaN,16.992,NaN,,27.488,NaN
3,Light,4/12/24,1:31:09 PM,-50,285.309,NaN,17.27,NaN,,27.504,NaN
3,Light,4/12/24,1:31:16 PM,-100,273.464,NaN,17.668,NaN,,27.515,NaN
3,Light,4/12/24,1:31:22 PM,-150,260.05,NaN,18.163,NaN,,27.454,NaN
3,Light,4/12/24,1:31:29 PM,-200,245.712,NaN,18.695,NaN,,27.529,NaN
3,Light,4/12/24,1:31:36 PM,-250,230.342,NaN,19.329,NaN,,27.532,NaN
3,Light,4/12/24,1:31:43 PM,-300,218.538,NaN,19.883,NaN,,27.406,NaN
3,Light,4/12/24,1:31:50 PM,-350,207.685,NaN,20.369,NaN,,27.514,NaN
3,Light,4/12/24,1:31:57 PM,-400,202.154,NaN,20.639,NaN,,27.528,NaN
3,Light,4/12/24,1:32:03 PM,-450,199.115,NaN,20.792,NaN,,27.532,NaN
3,Light,4/12/24,1:32:10 PM,-500,197.725,NaN,20.871,NaN,,27.501,NaN
3,Light,4/12/24,1:32:17 PM,-550,196.562,NaN,20.924,NaN,,27.53,NaN
3,Light,4/12/24,1:32:24 PM,-600,195.668,NaN,20.969,NaN,,27.536,NaN
3,Light,4/12/24,1:32:31 PM,-650,195.341,NaN,20.998,NaN,,27.488,NaN
3,Light,4/12/24,1:32:38 PM,-700,195.404,NaN,20.987,NaN,,27.519,NaN
3,Light,4/12/24,1:32:45 PM,-750,194.775,NaN,21.014,NaN,,27.543,NaN
3,Light,4/12/24,1:32:52 PM,-800,194.508,NaN,21.031,NaN,,27.531,NaN
3,Light,4/12/24,1:32:59 PM,-850,194.502,NaN,21.042,NaN,,27.488,NaN
3,Light,4/12/24,1:33:06 PM,-900,195.264,NaN,21.003,NaN,,27.484,NaN
3,Light,4/12/24,1:33:13 PM,-950,194.996,NaN,20.993,NaN,,27.581,NaN
3,Light,4/12/24,1:33:20 PM,-1000,195.565,NaN,20.994,NaN,,27.457,NaN
3,Light,4/12/24,1:33:26 PM,-1050,195.316,NaN,21.004,NaN,,27.469,NaN
3,Light,4/12/24,1:33:33 PM,-1100,195.493,NaN,21,NaN,,27.448,NaN
3,Light,4/12/24,1:33:40 PM,-1150,194.983,NaN,21.012,NaN,,27.507,NaN
3,Light,4/12/24,1:33:47 PM,-1200,195.279,NaN,21,NaN,,27.493,NaN
3,Light,4/12/24,1:33:54 PM,-1250,194.395,NaN,21.028,NaN,,27.567,NaN
3,Light,4/12/24,1:34:01 PM,-1300,194.618,NaN,21.02,NaN,,27.552,NaN
3,Light,4/12/24,1:34:08 PM,-1350,194.965,NaN,21.005,NaN,,27.539,NaN
3,Light,4/12/24,1:34:15 PM,-1400,194.9,NaN,21.001,NaN,,27.569,NaN
3,Light,4/12/24,1:34:22 PM,-1450,194.337,NaN,21.035,NaN,,27.551,NaN
1,Dark,4/12/24,1:57:49 PM,50,178.469,NaN,21.919,NaN,,27.52,NaN
1,Dark,4/12/24,1:57:56 PM,0,178.991,NaN,21.883,NaN,,27.543,NaN
1,Dark,4/12/24,1:58:03 PM,-50,180.03,NaN,21.835,NaN,,27.496,NaN
1,Dark,4/12/24,1:58:10 PM,-100,181.886,NaN,21.728,NaN,,27.5,NaN
1,Dark,4/12/24,1:58:17 PM,-150,183.596,NaN,21.642,NaN,,27.458,NaN
1,Dark,4/12/24,1:58:24 PM,-200,184.886,NaN,21.536,NaN,,27.593,NaN
1,Dark,4/12/24,1:58:31 PM,-250,187.538,NaN,21.401,NaN,,27.547,NaN
1,Dark,4/12/24,1:58:38 PM,-300,189.885,NaN,21.279,NaN,,27.524,NaN
1,Dark,4/12/24,1:58:44 PM,-350,190.93,NaN,21.225,NaN,,27.515,NaN
1,Dark,4/12/24,1:58:51 PM,-400,191.365,NaN,21.186,NaN,,27.578,NaN
1,Dark,4/12/24,1:58:58 PM,-450,192.441,NaN,21.139,NaN,,27.536,NaN
1,Dark,4/12/24,1:59:05 PM,-500,193.148,NaN,21.099,NaN,,27.546,NaN
1,Dark,4/12/24,1:59:12 PM,-550,193.617,NaN,21.066,NaN,,27.579,NaN
1,Dark,4/12/24,1:59:19 PM,-600,193.891,NaN,21.059,NaN,,27.549,NaN
1,Dark,4/12/24,1:59:26 PM,-650,193.938,NaN,21.06,NaN,,27.535,NaN
1,Dark,4/12/24,1:59:33 PM,-700,193.999,NaN,21.061,NaN,,27.518,NaN
1,Dark,4/12/24,1:59:40 PM,-750,193.947,NaN,21.059,NaN,,27.537,NaN
1,Dark,4/12/24,1:59:46 PM,-800,194.061,NaN,21.052,NaN,,27.541,NaN
1,Dark,4/12/24,1:59:54 PM,-850,194.525,NaN,21.041,NaN,,27.487,NaN
1,Dark,4/12/24,2:00:00 PM,-900,193.886,NaN,21.058,NaN,,27.554,NaN
1,Dark,4/12/24,2:00:08 PM,-950,194.555,NaN,21.029,NaN,,27.529,NaN
1,Dark,4/12/24,2:00:14 PM,-1000,194.502,NaN,21.035,NaN,,27.516,NaN
1,Dark,4/12/24,2:00:22 PM,-1050,194.45,NaN,21.041,NaN,,27.503,NaN
1,Dark,4/12/24,2:00:29 PM,-1100,194.398,NaN,21.035,NaN,,27.538,NaN
1,Dark,4/12/24,2:00:36 PM,-1150,194.615,NaN,21.042,NaN,,27.464,NaN
1,Dark,4/12/24,2:00:42 PM,-1200,194.333,NaN,21.034,NaN,,27.556,NaN
1,Dark,4/12/24,2:00:49 PM,-1250,195.405,NaN,20.984,NaN,,27.531,NaN
1,Dark,4/12/24,2:00:56 PM,-1300,194.738,NaN,21.01,NaN,,27.567,NaN
1,Dark,4/12/24,2:01:03 PM,-1350,194.464,NaN,21.04,NaN,,27.504,NaN
1,Dark,4/12/24,2:01:10 PM,-1400,194.674,NaN,21.021,NaN,,27.536,NaN
1,Dark,4/12/24,2:01:17 PM,-1450,194.674,NaN,21.027,NaN,,27.512,NaN
2,Dark,4/12/24,2:01:46 PM,50,179.215,NaN,21.891,NaN,,27.46,NaN
2,Dark,4/12/24,2:01:53 PM,0,179.048,NaN,21.889,NaN,,27.506,NaN
2,Dark,4/12/24,2:02:00 PM,-50,180.304,NaN,21.82,NaN,,27.493,NaN
2,Dark,4/12/24,2:02:07 PM,-100,181.706,NaN,21.748,NaN,,27.461,NaN
2,Dark,4/12/24,2:02:14 PM,-150,182.414,NaN,21.676,NaN,,27.588,NaN
2,Dark,4/12/24,2:02:21 PM,-200,184.667,NaN,21.566,NaN,,27.522,NaN
2,Dark,4/12/24,2:02:28 PM,-250,186.633,NaN,21.468,NaN,,27.478,NaN
2,Dark,4/12/24,2:02:35 PM,-300,188.916,NaN,21.332,NaN,,27.522,NaN
2,Dark,4/12/24,2:02:42 PM,-350,190.404,NaN,21.258,NaN,,27.496,NaN
2,Dark,4/12/24,2:02:49 PM,-400,192.018,NaN,21.169,NaN,,27.506,NaN
2,Dark,4/12/24,2:02:56 PM,-450,193.903,NaN,21.073,NaN,,27.49,NaN
2,Dark,4/12/24,2:03:03 PM,-500,194.411,NaN,21.051,NaN,,27.471,NaN
2,Dark,4/12/24,2:03:10 PM,-550,194.142,NaN,21.047,NaN,,27.544,NaN
2,Dark,4/12/24,2:03:17 PM,-600,194.528,NaN,21.024,NaN,,27.555,NaN
2,Dark,4/12/24,2:03:24 PM,-650,195.052,NaN,20.998,NaN,,27.549,NaN
2,Dark,4/12/24,2:03:31 PM,-700,195.433,NaN,20.988,NaN,,27.509,NaN
2,Dark,4/12/24,2:03:38 PM,-750,194.678,NaN,21.031,NaN,,27.495,NaN
2,Dark,4/12/24,2:03:45 PM,-800,194.73,NaN,21.031,NaN,,27.484,NaN
2,Dark,4/12/24,2:03:52 PM,-850,194.313,NaN,21.04,NaN,,27.536,NaN
2,Dark,4/12/24,2:03:59 PM,-900,194.827,NaN,21.011,NaN,,27.544,NaN
2,Dark,4/12/24,2:04:06 PM,-950,194.787,NaN,21.028,NaN,,27.484,NaN
2,Dark,4/12/24,2:04:13 PM,-1000,194.223,NaN,21.04,NaN,,27.555,NaN
2,Dark,4/12/24,2:04:20 PM,-1050,194.974,NaN,21.01,NaN,,27.517,NaN
2,Dark,4/12/24,2:04:26 PM,-1100,194.33,NaN,21.051,NaN,,27.488,NaN
2,Dark,4/12/24,2:04:33 PM,-1150,194.332,NaN,21.041,NaN,,27.528,NaN
2,Dark,4/12/24,2:04:39 PM,-1200,194.631,NaN,21.027,NaN,,27.521,NaN
2,Dark,4/12/24,2:04:46 PM,-1250,195.138,NaN,20.993,NaN,,27.551,NaN
2,Dark,4/12/24,2:04:52 PM,-1300,194.873,NaN,21.02,NaN,,27.498,NaN
2,Dark,4/12/24,2:04:59 PM,-1350,194.537,NaN,21.023,NaN,,27.557,NaN
2,Dark,4/12/24,2:05:06 PM,-1400,194.497,NaN,21.044,NaN,,27.481,NaN
2,Dark,4/12/24,2:05:13 PM,-1450,194.73,NaN,21.034,NaN,,27.472,NaN
3,Dark,4/12/24,2:05:41 PM,50,173.368,NaN,22.219,NaN,,27.523,NaN
3,Dark,4/12/24,2:05:48 PM,0,179.134,NaN,21.88,NaN,,27.522,NaN
3,Dark,4/12/24,2:05:55 PM,-50,180.513,NaN,21.801,NaN,,27.521,NaN
3,Dark,4/12/24,2:06:02 PM,-100,181.551,NaN,21.746,NaN,,27.504,NaN
3,Dark,4/12/24,2:06:09 PM,-150,182.968,NaN,21.663,NaN,,27.515,NaN
3,Dark,4/12/24,2:06:15 PM,-200,184.833,NaN,21.566,NaN,,27.485,NaN
3,Dark,4/12/24,2:06:22 PM,-250,186.528,NaN,21.455,NaN,,27.553,NaN
3,Dark,4/12/24,2:06:28 PM,-300,187.935,NaN,21.375,NaN,,27.564,NaN
3,Dark,4/12/24,2:06:35 PM,-350,189.673,NaN,21.284,NaN,,27.55,NaN
3,Dark,4/12/24,2:06:42 PM,-400,191.177,NaN,21.209,NaN,,27.526,NaN
3,Dark,4/12/24,2:06:49 PM,-450,192.342,NaN,21.148,NaN,,27.521,NaN
3,Dark,4/12/24,2:06:56 PM,-500,193.615,NaN,21.081,NaN,,27.519,NaN
3,Dark,4/12/24,2:07:02 PM,-550,194.287,NaN,21.057,NaN,,27.473,NaN
3,Dark,4/12/24,2:07:09 PM,-600,193.918,NaN,21.068,NaN,,27.507,NaN
3,Dark,4/12/24,2:07:15 PM,-650,194.811,NaN,21.026,NaN,,27.487,NaN
3,Dark,4/12/24,2:07:22 PM,-700,194.364,NaN,21.044,NaN,,27.509,NaN
3,Dark,4/12/24,2:07:28 PM,-750,194.635,NaN,21.035,NaN,,27.488,NaN
3,Dark,4/12/24,2:07:35 PM,-800,194.497,NaN,21.041,NaN,,27.493,NaN
3,Dark,4/12/24,2:07:41 PM,-850,194.525,NaN,21.043,NaN,,27.479,NaN
3,Dark,4/12/24,2:07:48 PM,-900,193.881,NaN,21.063,NaN,,27.535,NaN
3,Dark,4/12/24,2:07:54 PM,-950,194.664,NaN,21.028,NaN,,27.51,NaN
3,Dark,4/12/24,2:08:01 PM,-1000,194.579,NaN,21.028,NaN,,27.528,NaN
3,Dark,4/12/24,2:08:07 PM,-1050,194.427,NaN,21.036,NaN,,27.528,NaN
3,Dark,4/12/24,2:08:14 PM,-1100,194.616,NaN,21.031,NaN,,27.508,NaN
3,Dark,4/12/24,2:08:21 PM,-1150,194.532,NaN,21.028,NaN,,27.538,NaN
3,Dark,4/12/24,2:08:27 PM,-1200,194.826,NaN,21.022,NaN,,27.5,NaN
3,Dark,4/12/24,2:08:34 PM,-1250,194.307,NaN,21.045,NaN,,27.517,NaN
3,Dark,4/12/24,2:08:40 PM,-1300,194.681,NaN,21.048,NaN,,27.426,NaN
3,Dark,4/12/24,2:08:47 PM,-1350,194.244,NaN,21.06,NaN,,27.47,NaN
3,Dark,4/12/24,2:08:53 PM,-1400,194.658,NaN,21.038,NaN,,27.471,NaN
3,Dark,4/12/24,2:08:59 PM,-1450,193.7,NaN,21.084,NaN,,27.489,NaN
