8:07:47 PM	-50.0	368.799	NaN	15.360	NaN		27.688	NaN
8:07:53 PM	-100.0	344.961	NaN	15.958	NaN		27.662	NaN
8:08:00 PM	-150.0	322.990	NaN	16.553	NaN		27.664	NaN
8:08:06 PM	-200.0	299.959	NaN	17.241	NaN		27.641	NaN
8:08:13 PM	-250.0	275.623	NaN	18.031	NaN		27.676	NaN
8:08:20 PM	-300.0	245.665	NaN	19.136	NaN		27.705	NaN
8:08:26 PM	-350.0	230.151	NaN	19.788	NaN		27.667	NaN
8:08:33 PM	-400.0	222.018	NaN	20.146	NaN		27.668	NaN
8:08:40 PM	-450.0	216.877	NaN	20.367	NaN		27.724	NaN
8:08:47 PM	-500.0	212.636	NaN	20.581	NaN		27.660	NaN
8:08:53 PM	-550.0	210.346	NaN	20.675	NaN		27.722	NaN
8:09:00 PM	-600.0	209.768	NaN	20.702	NaN		27.725	NaN
8:09:07 PM	-650.0	209.717	NaN	20.713	NaN		27.690	NaN
8:09:13 PM	-700.0	209.573	NaN	20.718	NaN		27.698	NaN
8:09:20 PM	-750.0	209.332	NaN	20.723	NaN		27.725	NaN
8:09:26 PM	-800.0	208.871	NaN	20.735	NaN		27.767	NaN
8:09:33 PM	-850.0	209.163	NaN	20.728	NaN		27.738	NaN
8:09:40 PM	-900.0	208.904	NaN	20.750	NaN		27.699	NaN
8:09:47 PM	-950.0	208.968	NaN	20.744	NaN		27.711	NaN
8:09:54 PM	-1000.0	209.404	NaN	20.732	NaN		27.674	NaN
8:10:01 PM	-1050.0	208.763	NaN	20.750	NaN		27.727	NaN
8:10:08 PM	-1100.0	208.313	NaN	20.762	NaN		27.767	NaN
8:10:14 PM	-1150.0	208.245	NaN	20.747	NaN		27.842	NaN
8:10:21 PM	-1200.0	208.492	NaN	20.757	NaN		27.752	NaN
8:10:27 PM	-1250.0	208.779	NaN	20.738	NaN		27.773	NaN
8:10:34 PM	-1300.0	208.711	NaN	20.752	NaN		27.729	NaN
8:10:41 PM	-1350.0	208.469	NaN	20.763	NaN		27.732	NaN
8:10:48 PM	-1400.0	209.447	NaN	20.726	NaN		27.690	NaN
8:10:55 PM	-1450.0	209.037	NaN	20.748	NaN		27.681	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/13/2024	Data Set: 	7	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
8:11:12 PM	100.0	431.980	NaN	14.009	NaN		27.683	NaN
8:11:19 PM	50.0	426.615	NaN	14.116	NaN		27.669	NaN
8:11:26 PM	0.0	404.353	NaN	14.566	NaN		27.680	NaN
8:11:33 PM	-50.0	379.580	NaN	15.110	NaN		27.680	NaN
8:11:40 PM	-100.0	355.131	NaN	15.702	NaN		27.647	NaN
8:11:47 PM	-150.0	327.144	NaN	16.438	NaN		27.657	NaN
8:11:54 PM	-200.0	304.180	NaN	17.102	NaN		27.681	NaN
8:12:01 PM	-250.0	276.233	NaN	18.001	NaN		27.715	NaN
8:12:08 PM	-300.0	244.260	NaN	19.183	NaN		27.744	NaN
8:12:15 PM	-350.0	226.069	NaN	19.950	NaN		27.733	NaN
8:12:22 PM	-400.0	219.785	NaN	20.242	NaN		27.689	NaN
8:12:29 PM	-450.0	215.884	NaN	20.414	NaN		27.720	NaN
8:12:36 PM	-500.0	212.957	NaN	20.541	NaN		27.762	NaN
8:12:43 PM	-550.0	211.539	NaN	20.599	NaN		27.800	NaN
8:12:50 PM	-600.0	210.666	NaN	20.657	NaN		27.733	NaN
8:12:57 PM	-650.0	210.071	NaN	20.696	NaN		27.690	NaN
8:13:04 PM	-700.0	209.435	NaN	20.720	NaN		27.717	NaN
8:13:11 PM	-750.0	208.679	NaN	20.767	NaN		27.674	NaN
8:13:18 PM	-800.0	209.243	NaN	20.741	NaN		27.669	NaN
8:13:25 PM	-850.0	209.585	NaN	20.724	NaN		27.671	NaN
8:13:32 PM	-900.0	209.430	NaN	20.730	NaN		27.677	NaN
8:13:39 PM	-950.0	209.544	NaN	20.726	NaN		27.671	NaN
8:13:46 PM	-1000.0	209.584	NaN	20.727	NaN		27.659	NaN
8:13:53 PM	-1050.0	209.393	NaN	20.733	NaN		27.672	NaN
8:14:00 PM	-1100.0	209.559	NaN	20.726	NaN		27.668	NaN
8:14:07 PM	-1150.0	209.668	NaN	20.721	NaN		27.667	NaN
8:14:14 PM	-1200.0	209.569	NaN	20.727	NaN		27.662	NaN
8:14:21 PM	-1250.0	208.938	NaN	20.755	NaN		27.672	NaN
8:14:28 PM	-1300.0	209.292	NaN	20.732	NaN		27.696	NaN
8:14:35 PM	-1350.0	209.236	NaN	20.734	NaN		27.699	NaN
8:14:42 PM	-1400.0	209.052	NaN	20.748	NaN		27.678	NaN
8:14:49 PM	-1450.0	208.708	NaN	20.760	NaN		27.697	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/13/2024	Data Set: 	8	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
8:15:06 PM	100.0	440.648	NaN	13.845	NaN		27.679	NaN
8:15:13 PM	50.0	434.021	NaN	13.970	NaN		27.682	NaN
8:15:20 PM	0.0	417.810	NaN	14.288	NaN		27.684	NaN
8:15:26 PM	-50.0	393.090	NaN	14.804	NaN		27.698	NaN
8:15:33 PM	-100.0	366.648	NaN	15.412	NaN		27.685	NaN
8:15:39 PM	-150.0	327.947	NaN	16.412	NaN		27.674	NaN
8:15:45 PM	-200.0	307.940	NaN	16.983	NaN		27.704	NaN
8:15:52 PM	-250.0	275.583	NaN	18.031	NaN		27.682	NaN
8:15:59 PM	-300.0	244.817	NaN	19.176	NaN		27.679	NaN
8:16:05 PM	-350.0	230.045	NaN	19.789	NaN		27.682	NaN
8:16:12 PM	-400.0	223.463	NaN	20.081	NaN		27.669	NaN
8:16:19 PM	-450.0	215.474	NaN	20.445	NaN		27.671	NaN
8:16:25 PM	-500.0	211.648	NaN	20.624	NaN		27.676	NaN
8:16:32 PM	-550.0	209.892	NaN	20.708	NaN		27.676	NaN
8:16:39 PM	-600.0	209.606	NaN	20.724	NaN		27.667	NaN
8:16:45 PM	-650.0	209.394	NaN	20.731	NaN		27.680	NaN
8:16:52 PM	-700.0	209.150	NaN	20.745	NaN		27.671	NaN
8:16:58 PM	-750.0	209.358	NaN	20.733	NaN		27.679	NaN
8:17:05 PM	-800.0	209.394	NaN	20.720	NaN		27.725	NaN
8:17:12 PM	-850.0	209.154	NaN	20.736	NaN		27.707	NaN
8:17:18 PM	-900.0	209.351	NaN	20.726	NaN		27.709	NaN
8:17:25 PM	-950.0	209.180	NaN	20.735	NaN		27.706	NaN
8:17:32 PM	-1000.0	209.282	NaN	20.732	NaN		27.698	NaN
8:17:38 PM	-1050.0	209.505	NaN	20.723	NaN		27.691	NaN
8:17:45 PM	-1100.0	209.421	NaN	20.728	NaN		27.687	NaN
8:17:52 PM	-1150.0	209.348	NaN	20.733	NaN		27.681	NaN
8:17:58 PM	-1200.0	209.512	NaN	20.729	NaN		27.665	NaN
8:18:05 PM	-1250.0	208.901	NaN	20.757	NaN		27.671	NaN
8:18:11 PM	-1300.0	209.601	NaN	20.722	NaN		27.676	NaN
8:18:18 PM	-1350.0	209.316	NaN	20.736	NaN		27.675	NaN
8:18:24 PM	-1400.0	209.072	NaN	20.748	NaN		27.674	NaN
8:18:31 PM	-1450.0	209.227	NaN	20.742	NaN		27.668	NaN
