
***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	1	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
2:50:54 PM	-1650.0	212.831	NaN	20.471	NaN		26.855	NaN
2:51:01 PM	-1700.0	212.217	NaN	20.499	NaN		26.861	NaN
2:51:07 PM	-1750.0	212.712	NaN	20.479	NaN		26.846	NaN
2:51:14 PM	-1800.0	212.769	NaN	20.476	NaN		26.847	NaN
2:51:20 PM	-1850.0	212.727	NaN	20.476	NaN		26.855	NaN
2:51:27 PM	-1900.0	212.467	NaN	20.487	NaN		26.861	NaN
2:51:33 PM	-1950.0	212.472	NaN	20.485	NaN		26.868	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	4	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
3:20:27 PM	0.0	199.166	NaN	21.098	NaN		27.071	NaN
3:20:34 PM	-50.0	202.700	NaN	20.915	NaN		27.078	NaN
3:20:41 PM	-100.0	205.997	NaN	20.751	NaN		27.071	NaN
3:20:48 PM	-150.0	208.397	NaN	20.632	NaN		27.072	NaN
3:20:55 PM	-200.0	210.125	NaN	20.546	NaN		27.078	NaN
3:21:02 PM	-250.0	211.197	NaN	20.494	NaN		27.078	NaN
3:21:09 PM	-300.0	210.877	NaN	20.511	NaN		27.072	NaN
3:21:16 PM	-350.0	210.955	NaN	20.507	NaN		27.073	NaN
3:21:23 PM	-400.0	211.032	NaN	20.500	NaN		27.086	NaN
3:21:30 PM	-450.0	211.260	NaN	20.491	NaN		27.078	NaN
3:21:36 PM	-500.0	211.156	NaN	20.495	NaN		27.082	NaN
3:21:43 PM	-550.0	211.110	NaN	20.496	NaN		27.087	NaN
3:21:49 PM	-600.0	211.270	NaN	20.491	NaN		27.076	NaN
3:21:56 PM	-650.0	211.306	NaN	20.489	NaN		27.077	NaN
3:22:03 PM	-700.0	211.378	NaN	20.485	NaN		27.079	NaN
3:22:09 PM	-750.0	211.223	NaN	20.495	NaN		27.069	NaN
3:22:16 PM	-800.0	211.135	NaN	20.497	NaN		27.078	NaN
3:22:23 PM	-850.0	211.043	NaN	20.500	NaN		27.084	NaN
3:22:30 PM	-900.0	211.606	NaN	20.472	NaN		27.087	NaN
3:22:37 PM	-950.0	211.368	NaN	20.485	NaN		27.081	NaN
3:22:44 PM	-1000.0	211.254	NaN	20.489	NaN		27.087	NaN
3:22:51 PM	-1050.0	211.120	NaN	20.493	NaN		27.097	NaN
3:22:58 PM	-1100.0	211.213	NaN	20.492	NaN		27.083	NaN
3:23:05 PM	-1150.0	211.182	NaN	20.490	NaN		27.097	NaN
3:23:12 PM	-1200.0	211.415	NaN	20.482	NaN		27.084	NaN
3:23:18 PM	-1250.0	211.260	NaN	20.487	NaN		27.094	NaN
3:23:25 PM	-1300.0	210.924	NaN	20.503	NaN		27.095	NaN
3:23:31 PM	-1350.0	211.156	NaN	20.492	NaN		27.094	NaN
3:23:38 PM	-1400.0	211.425	NaN	20.478	NaN		27.098	NaN
3:23:44 PM	-1450.0	211.161	NaN	20.493	NaN		27.089	NaN
3:23:51 PM	-1500.0	211.876	NaN	20.460	NaN		27.083	NaN
3:23:58 PM	-1550.0	211.446	NaN	20.480	NaN		27.086	NaN
3:24:04 PM	-1600.0	211.306	NaN	20.485	NaN		27.093	NaN
3:24:11 PM	-1650.0	210.877	NaN	20.505	NaN		27.096	NaN
3:24:17 PM	-1700.0	210.976	NaN	20.500	NaN		27.097	NaN
3:24:24 PM	-1750.0	211.524	NaN	20.477	NaN		27.083	NaN
3:24:31 PM	-1800.0	211.358	NaN	20.483	NaN		27.091	NaN
3:24:37 PM	-1850.0	211.368	NaN	20.484	NaN		27.085	NaN
3:24:44 PM	-1900.0	211.187	NaN	20.491	NaN		27.092	NaN
3:24:50 PM	-1950.0	210.800	NaN	20.507	NaN		27.103	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	5	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
3:25:46 PM	0.0	197.485	NaN	21.178	NaN		27.101	NaN
3:25:53 PM	-50.0	200.940	NaN	21.000	NaN		27.097	NaN
3:25:59 PM	-100.0	205.275	NaN	20.780	NaN		27.099	NaN
3:26:06 PM	-150.0	208.046	NaN	20.642	NaN		27.101	NaN
3:26:13 PM	-200.0	209.602	NaN	20.566	NaN		27.100	NaN
3:26:20 PM	-250.0	210.018	NaN	20.543	NaN		27.111	NaN
3:26:27 PM	-300.0	210.893	NaN	20.499	NaN		27.117	NaN
3:26:34 PM	-350.0	210.749	NaN	20.509	NaN		27.105	NaN
3:26:40 PM	-400.0	211.177	NaN	20.488	NaN		27.106	NaN
3:26:47 PM	-450.0	211.017	NaN	20.496	NaN		27.105	NaN
3:26:54 PM	-500.0	211.550	NaN	20.470	NaN		27.106	NaN
3:27:00 PM	-550.0	211.162	NaN	20.487	NaN		27.113	NaN
3:27:07 PM	-600.0	211.198	NaN	20.489	NaN		27.098	NaN
3:27:14 PM	-650.0	210.883	NaN	20.502	NaN		27.107	NaN
3:27:21 PM	-700.0	211.327	NaN	20.480	NaN		27.109	NaN
3:27:27 PM	-750.0	211.038	NaN	20.497	NaN		27.097	NaN
3:27:34 PM	-800.0	211.420	NaN	20.477	NaN		27.103	NaN
3:27:41 PM	-850.0	211.446	NaN	20.474	NaN		27.110	NaN
3:27:48 PM	-900.0	211.053	NaN	20.494	NaN		27.106	NaN
3:27:55 PM	-950.0	210.677	NaN	20.508	NaN		27.123	NaN
3:28:02 PM	-1000.0	211.276	NaN	20.479	NaN		27.123	NaN
3:28:09 PM	-1050.0	210.934	NaN	20.499	NaN		27.109	NaN
3:28:16 PM	-1100.0	211.488	NaN	20.469	NaN		27.122	NaN
3:28:23 PM	-1150.0	210.806	NaN	20.502	NaN		27.122	NaN
3:28:30 PM	-1200.0	211.110	NaN	20.490	NaN		27.111	NaN
3:28:37 PM	-1250.0	211.162	NaN	20.489	NaN		27.105	NaN
3:28:43 PM	-1300.0	210.888	NaN	20.501	NaN		27.110	NaN
3:28:50 PM	-1350.0	210.831	NaN	20.503	NaN		27.113	NaN
3:28:57 PM	-1400.0	211.069	NaN	20.489	NaN		27.123	NaN
3:29:04 PM	-1450.0	210.991	NaN	20.493	NaN		27.122	NaN
3:29:11 PM	-1500.0	211.038	NaN	20.488	NaN		27.133	NaN
3:29:18 PM	-1550.0	211.095	NaN	20.485	NaN		27.134	NaN
3:29:25 PM	-1600.0	210.919	NaN	20.497	NaN		27.120	NaN
3:29:32 PM	-1650.0	211.017	NaN	20.490	NaN		27.129	NaN
3:29:39 PM	-1700.0	210.801	NaN	20.500	NaN		27.131	NaN
3:29:46 PM	-1750.0	210.625	NaN	20.511	NaN		27.121	NaN
3:29:53 PM	-1800.0	211.364	NaN	20.474	NaN		27.126	NaN
3:29:59 PM	-1850.0	211.478	NaN	20.466	NaN		27.136	NaN
3:30:06 PM	-1900.0	210.950	NaN	20.491	NaN		27.138	NaN
3:30:12 PM	-1950.0	210.966	NaN	20.490	NaN		27.139	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	6	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
3:32:03 PM	0.0	197.506	NaN	21.167	NaN		27.140	NaN
3:32:10 PM	-50.0	200.735	NaN	21.003	NaN		27.127	NaN
3:32:17 PM	-100.0	204.566	NaN	20.805	NaN		27.141	NaN
3:32:24 PM	-150.0	207.028	NaN	20.681	NaN		27.146	NaN
3:32:31 PM	-200.0	208.805	NaN	20.594	NaN		27.144	NaN
3:32:38 PM	-250.0	209.957	NaN	20.537	NaN		27.147	NaN
3:32:44 PM	-300.0	209.957	NaN	20.536	NaN		27.151	NaN
3:32:51 PM	-350.0	210.327	NaN	20.517	NaN		27.155	NaN
3:32:58 PM	-400.0	210.667	NaN	20.501	NaN		27.153	NaN
3:33:05 PM	-450.0	210.605	NaN	20.503	NaN		27.157	NaN
3:33:12 PM	-500.0	211.136	NaN	20.484	NaN		27.130	NaN
3:33:19 PM	-550.0	210.832	NaN	20.497	NaN		27.137	NaN
3:33:26 PM	-600.0	211.085	NaN	20.484	NaN		27.140	NaN
3:33:33 PM	-650.0	211.385	NaN	20.470	NaN		27.138	NaN
3:33:40 PM	-700.0	211.338	NaN	20.470	NaN		27.147	NaN
3:33:47 PM	-750.0	210.760	NaN	20.499	NaN		27.143	NaN
3:33:54 PM	-800.0	210.394	NaN	20.516	NaN		27.146	NaN
3:34:01 PM	-850.0	211.168	NaN	20.478	NaN		27.148	NaN
3:34:08 PM	-900.0	210.708	NaN	20.497	NaN		27.161	NaN
3:34:15 PM	-950.0	210.832	NaN	20.493	NaN		27.153	NaN
3:34:22 PM	-1000.0	210.925	NaN	20.491	NaN		27.143	NaN
3:34:29 PM	-1050.0	211.209	NaN	20.476	NaN		27.148	NaN
3:34:36 PM	-1100.0	210.662	NaN	20.503	NaN		27.146	NaN
3:34:43 PM	-1150.0	210.884	NaN	20.491	NaN		27.151	NaN
3:34:50 PM	-1200.0	211.049	NaN	20.486	NaN		27.139	NaN
3:34:57 PM	-1250.0	211.307	NaN	20.477	NaN		27.125	NaN
3:35:04 PM	-1300.0	210.636	NaN	20.503	NaN		27.151	NaN
3:35:11 PM	-1350.0	211.002	NaN	20.485	NaN		27.152	NaN
3:35:18 PM	-1400.0	211.049	NaN	20.482	NaN		27.155	NaN
3:35:25 PM	-1450.0	210.574	NaN	20.504	NaN		27.159	NaN
3:35:32 PM	-1500.0	210.786	NaN	20.493	NaN		27.162	NaN
3:35:39 PM	-1550.0	211.080	NaN	20.479	NaN		27.161	NaN
3:35:46 PM	-1600.0	211.121	NaN	20.479	NaN		27.153	NaN
3:35:53 PM	-1650.0	210.858	NaN	20.491	NaN		27.156	NaN
3:35:59 PM	-1700.0	210.971	NaN	20.488	NaN		27.146	NaN
3:36:06 PM	-1750.0	211.183	NaN	20.476	NaN		27.153	NaN
3:36:12 PM	-1800.0	211.013	NaN	20.485	NaN		27.150	NaN
3:36:19 PM	-1850.0	210.822	NaN	20.496	NaN		27.143	NaN
3:36:26 PM	-1900.0	210.662	NaN	20.502	NaN		27.150	NaN
3:36:33 PM	-1950.0	210.847	NaN	20.493	NaN		27.150	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	7	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
