
***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	1	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
4:06:24 PM	0.0	281.456	NaN	17.594	NaN		27.320	NaN
4:06:31 PM	-50.0	261.926	NaN	18.284	NaN		27.333	NaN
4:06:38 PM	-100.0	233.555	NaN	19.415	NaN		27.331	NaN
4:06:44 PM	-150.0	224.863	NaN	19.796	NaN		27.329	NaN
4:06:51 PM	-200.0	221.030	NaN	19.969	NaN		27.331	NaN
4:06:58 PM	-250.0	214.343	NaN	20.285	NaN		27.313	NaN
4:07:04 PM	-300.0	212.051	NaN	20.390	NaN		27.331	NaN
4:07:11 PM	-350.0	210.786	NaN	20.449	NaN		27.339	NaN
4:07:17 PM	-400.0	210.214	NaN	20.477	NaN		27.338	NaN
4:07:24 PM	-450.0	210.209	NaN	20.478	NaN		27.335	NaN
4:07:30 PM	-500.0	209.402	NaN	20.518	NaN		27.332	NaN
4:07:37 PM	-550.0	209.714	NaN	20.507	NaN		27.315	NaN
4:07:44 PM	-600.0	209.921	NaN	20.492	NaN		27.335	NaN
4:07:51 PM	-650.0	209.911	NaN	20.492	NaN		27.337	NaN
4:07:58 PM	-700.0	209.485	NaN	20.509	NaN		27.352	NaN
4:08:05 PM	-750.0	209.597	NaN	20.506	NaN		27.342	NaN
4:08:12 PM	-800.0	209.966	NaN	20.493	NaN		27.322	NaN
4:08:18 PM	-850.0	209.894	NaN	20.498	NaN		27.316	NaN
4:08:25 PM	-900.0	209.797	NaN	20.498	NaN		27.335	NaN
4:08:32 PM	-950.0	209.726	NaN	20.500	NaN		27.341	NaN
4:08:38 PM	-1000.0	209.592	NaN	20.506	NaN		27.343	NaN
4:08:45 PM	-1050.0	209.802	NaN	20.498	NaN		27.334	NaN
4:08:52 PM	-1100.0	209.921	NaN	20.493	NaN		27.331	NaN
4:08:58 PM	-1150.0	210.101	NaN	20.482	NaN		27.340	NaN
4:09:05 PM	-1200.0	209.526	NaN	20.507	NaN		27.352	NaN
4:09:11 PM	-1250.0	209.767	NaN	20.496	NaN		27.349	NaN
4:09:18 PM	-1300.0	209.208	NaN	20.523	NaN		27.350	NaN
4:09:24 PM	-1350.0	209.449	NaN	20.512	NaN		27.347	NaN
4:09:31 PM	-1400.0	210.163	NaN	20.479	NaN		27.340	NaN
4:09:37 PM	-1450.0	209.782	NaN	20.496	NaN		27.346	NaN
4:09:44 PM	-1500.0	209.172	NaN	20.526	NaN		27.345	NaN
4:09:50 PM	-1550.0	209.690	NaN	20.501	NaN		27.344	NaN
4:09:57 PM	-1600.0	209.551	NaN	20.507	NaN		27.347	NaN
4:10:03 PM	-1650.0	209.454	NaN	20.512	NaN		27.346	NaN
4:10:10 PM	-1700.0	209.736	NaN	20.497	NaN		27.351	NaN
4:10:16 PM	-1750.0	209.229	NaN	20.519	NaN		27.362	NaN
4:10:23 PM	-1800.0	209.352	NaN	20.514	NaN		27.358	NaN
4:10:29 PM	-1850.0	209.613	NaN	20.501	NaN		27.359	NaN
4:10:36 PM	-1900.0	209.568	NaN	20.502	NaN		27.364	NaN
4:10:42 PM	-1950.0	209.808	NaN	20.494	NaN		27.349	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	2	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
4:11:05 PM	0.0	282.833	NaN	17.541	NaN		27.348	NaN
4:11:11 PM	-50.0	267.953	NaN	18.058	NaN		27.356	NaN
4:11:18 PM	-100.0	250.454	NaN	18.717	NaN		27.354	NaN
4:11:25 PM	-150.0	237.982	NaN	19.222	NaN		27.355	NaN
4:11:32 PM	-200.0	226.454	NaN	19.717	NaN		27.362	NaN
4:11:38 PM	-250.0	223.194	NaN	19.866	NaN		27.350	NaN
4:11:45 PM	-300.0	215.546	NaN	20.217	NaN		27.358	NaN
4:11:52 PM	-350.0	210.891	NaN	20.437	NaN		27.367	NaN
4:11:59 PM	-400.0	209.871	NaN	20.485	NaN		27.373	NaN
4:12:05 PM	-450.0	209.552	NaN	20.503	NaN		27.363	NaN
4:12:12 PM	-500.0	209.665	NaN	20.498	NaN		27.361	NaN
4:12:19 PM	-550.0	209.788	NaN	20.492	NaN		27.361	NaN
4:12:26 PM	-600.0	209.840	NaN	20.488	NaN		27.367	NaN
4:12:33 PM	-650.0	209.645	NaN	20.497	NaN		27.369	NaN
4:12:40 PM	-700.0	209.639	NaN	20.500	NaN		27.358	NaN
4:12:47 PM	-750.0	210.256	NaN	20.469	NaN		27.362	NaN
4:12:54 PM	-800.0	210.236	NaN	20.468	NaN		27.370	NaN
4:13:01 PM	-850.0	209.614	NaN	20.498	NaN		27.371	NaN
4:13:08 PM	-900.0	209.737	NaN	20.493	NaN		27.367	NaN
4:13:14 PM	-950.0	208.321	NaN	20.559	NaN		27.380	NaN
4:13:21 PM	-1000.0	209.958	NaN	20.480	NaN		27.376	NaN
4:13:28 PM	-1050.0	209.311	NaN	20.514	NaN		27.366	NaN
4:13:35 PM	-1100.0	209.506	NaN	20.504	NaN		27.368	NaN
