
***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	1	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
7:41:07 PM	0.0	230.437	NaN	19.359	NaN		28.123	NaN
7:41:14 PM	-50.0	224.957	NaN	19.598	NaN		28.130	NaN
7:41:20 PM	-100.0	218.687	NaN	19.882	NaN		28.131	NaN
7:41:27 PM	-150.0	213.249	NaN	20.140	NaN		28.117	NaN
7:41:33 PM	-200.0	209.319	NaN	20.326	NaN		28.129	NaN
7:41:40 PM	-250.0	206.340	NaN	20.472	NaN		28.129	NaN
7:41:47 PM	-300.0	205.422	NaN	20.518	NaN		28.127	NaN
7:41:53 PM	-350.0	204.204	NaN	20.579	NaN		28.126	NaN
7:42:00 PM	-400.0	204.200	NaN	20.578	NaN		28.131	NaN
7:42:06 PM	-450.0	204.180	NaN	20.577	NaN		28.139	NaN
7:42:13 PM	-500.0	204.070	NaN	20.583	NaN		28.137	NaN
7:42:19 PM	-550.0	203.999	NaN	20.591	NaN		28.119	NaN
7:42:26 PM	-600.0	204.425	NaN	20.566	NaN		28.134	NaN
7:42:32 PM	-650.0	204.590	NaN	20.558	NaN		28.133	NaN
7:42:39 PM	-700.0	204.255	NaN	20.575	NaN		28.132	NaN
7:42:46 PM	-750.0	204.360	NaN	20.570	NaN		28.131	NaN
7:42:52 PM	-800.0	203.651	NaN	20.605	NaN		28.133	NaN
7:42:59 PM	-850.0	203.100	NaN	20.632	NaN		28.136	NaN
7:43:05 PM	-900.0	204.105	NaN	20.582	NaN		28.134	NaN
7:43:12 PM	-950.0	204.940	NaN	20.541	NaN		28.131	NaN
7:43:18 PM	-1000.0	203.945	NaN	20.590	NaN		28.134	NaN
7:43:25 PM	-1050.0	204.445	NaN	20.565	NaN		28.134	NaN
7:43:31 PM	-1100.0	204.295	NaN	20.573	NaN		28.132	NaN
7:43:38 PM	-1150.0	204.365	NaN	20.568	NaN		28.138	NaN
7:43:44 PM	-1200.0	204.006	NaN	20.586	NaN		28.138	NaN
7:43:51 PM	-1250.0	204.275	NaN	20.573	NaN		28.136	NaN
7:43:57 PM	-1300.0	203.105	NaN	20.631	NaN		28.139	NaN
7:44:04 PM	-1350.0	204.180	NaN	20.577	NaN		28.139	NaN
7:44:10 PM	-1400.0	203.816	NaN	20.595	NaN		28.140	NaN
7:44:17 PM	-1450.0	204.105	NaN	20.582	NaN		28.134	NaN
7:44:23 PM	-1500.0	204.371	NaN	20.567	NaN		28.141	NaN
7:44:30 PM	-1550.0	204.500	NaN	20.562	NaN		28.135	NaN
7:44:36 PM	-1600.0	204.566	NaN	20.557	NaN		28.142	NaN
7:44:43 PM	-1650.0	203.566	NaN	20.610	NaN		28.130	NaN
7:44:49 PM	-1700.0	204.125	NaN	20.580	NaN		28.138	NaN
7:44:56 PM	-1750.0	203.636	NaN	20.606	NaN		28.132	NaN
7:45:02 PM	-1800.0	204.151	NaN	20.578	NaN		28.141	NaN
7:45:09 PM	-1850.0	204.041	NaN	20.584	NaN		28.139	NaN
7:45:15 PM	-1900.0	203.413	NaN	20.615	NaN		28.141	NaN
7:45:22 PM	-1950.0	203.617	NaN	20.605	NaN		28.140	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	2	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
7:45:55 PM	0.0	229.684	NaN	19.389	NaN		28.134	NaN
7:46:02 PM	-50.0	224.337	NaN	19.624	NaN		28.137	NaN
7:46:09 PM	-100.0	218.676	NaN	19.882	NaN		28.133	NaN
7:46:16 PM	-150.0	213.262	NaN	20.135	NaN		28.135	NaN
7:46:23 PM	-200.0	209.599	NaN	20.309	NaN		28.143	NaN
7:46:29 PM	-250.0	207.066	NaN	20.434	NaN		28.138	NaN
7:46:36 PM	-300.0	205.549	NaN	20.509	NaN		28.138	NaN
7:46:42 PM	-350.0	205.127	NaN	20.529	NaN		28.142	NaN
7:46:49 PM	-400.0	204.580	NaN	20.557	NaN		28.139	NaN
7:46:55 PM	-450.0	204.440	NaN	20.565	NaN		28.135	NaN
7:47:02 PM	-500.0	204.115	NaN	20.582	NaN		28.132	NaN
7:47:08 PM	-550.0	204.530	NaN	20.560	NaN		28.137	NaN
7:47:15 PM	-600.0	204.391	NaN	20.565	NaN		28.145	NaN
7:47:21 PM	-650.0	204.862	NaN	20.541	NaN		28.147	NaN
7:47:28 PM	-700.0	204.391	NaN	20.566	NaN		28.141	NaN
7:47:35 PM	-750.0	204.877	NaN	20.539	NaN		28.152	NaN
7:47:41 PM	-800.0	204.486	NaN	20.559	NaN		28.150	NaN
7:47:48 PM	-850.0	204.251	NaN	20.571	NaN		28.149	NaN
7:47:55 PM	-900.0	204.497	NaN	20.558	NaN		28.152	NaN
7:48:02 PM	-950.0	203.993	NaN	20.582	NaN		28.157	NaN
7:48:08 PM	-1000.0	204.556	NaN	20.558	NaN		28.140	NaN
7:48:15 PM	-1050.0	203.776	NaN	20.598	NaN		28.136	NaN
7:48:21 PM	-1100.0	204.280	NaN	20.573	NaN		28.135	NaN
7:48:28 PM	-1150.0	203.333	NaN	20.620	NaN		28.137	NaN
7:48:34 PM	-1200.0	204.405	NaN	20.566	NaN		28.138	NaN
7:48:41 PM	-1250.0	204.471	NaN	20.561	NaN		28.145	NaN
7:48:48 PM	-1300.0	203.927	NaN	20.588	NaN		28.146	NaN
7:48:54 PM	-1350.0	203.608	NaN	20.603	NaN		28.150	NaN
7:49:01 PM	-1400.0	204.472	NaN	20.558	NaN		28.157	NaN
7:49:08 PM	-1450.0	203.822	NaN	20.592	NaN		28.151	NaN
7:49:15 PM	-1500.0	204.107	NaN	20.577	NaN		28.154	NaN
7:49:22 PM	-1550.0	203.613	NaN	20.602	NaN		28.153	NaN
7:49:29 PM	-1600.0	203.762	NaN	20.596	NaN		28.147	NaN
7:49:36 PM	-1650.0	204.270	NaN	20.574	NaN		28.133	NaN
7:49:42 PM	-1700.0	203.782	NaN	20.595	NaN		28.147	NaN
7:49:49 PM	-1750.0	204.757	NaN	20.545	NaN		28.152	NaN
7:49:56 PM	-1800.0	203.883	NaN	20.588	NaN		28.155	NaN
7:50:03 PM	-1850.0	203.734	NaN	20.594	NaN		28.161	NaN
7:50:10 PM	-1900.0	204.217	NaN	20.571	NaN		28.156	NaN
7:50:17 PM	-1950.0	203.983	NaN	20.582	NaN		28.159	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	3	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
7:51:10 PM	0.0	232.367	NaN	19.269	NaN		28.152	NaN
7:51:16 PM	-50.0	227.544	NaN	19.483	NaN		28.132	NaN
7:51:23 PM	-100.0	221.707	NaN	19.741	NaN		28.143	NaN
7:51:30 PM	-150.0	215.169	NaN	20.041	NaN		28.151	NaN
7:51:37 PM	-200.0	210.930	NaN	20.240	NaN		28.162	NaN
7:51:44 PM	-250.0	207.491	NaN	20.406	NaN		28.167	NaN
7:51:51 PM	-300.0	205.835	NaN	20.487	NaN		28.170	NaN
7:51:58 PM	-350.0	205.014	NaN	20.530	NaN		28.161	NaN
7:52:05 PM	-400.0	204.267	NaN	20.568	NaN		28.158	NaN
7:52:12 PM	-450.0	204.168	NaN	20.572	NaN		28.162	NaN
7:52:19 PM	-500.0	204.288	NaN	20.566	NaN		28.162	NaN
7:52:26 PM	-550.0	203.868	NaN	20.587	NaN		28.162	NaN
7:52:33 PM	-600.0	204.188	NaN	20.571	NaN		28.162	NaN
7:52:40 PM	-650.0	204.093	NaN	20.575	NaN		28.165	NaN
7:52:47 PM	-700.0	204.032	NaN	20.582	NaN		28.149	NaN
7:52:54 PM	-750.0	204.273	NaN	20.567	NaN		28.161	NaN
7:53:01 PM	-800.0	204.358	NaN	20.562	NaN		28.164	NaN
7:53:08 PM	-850.0	204.433	NaN	20.559	NaN		28.161	NaN
7:53:15 PM	-900.0	203.774	NaN	20.592	NaN		28.161	NaN
7:53:22 PM	-950.0	203.700	NaN	20.593	NaN		28.172	NaN
7:53:29 PM	-1000.0	203.864	NaN	20.586	NaN		28.167	NaN
7:53:36 PM	-1050.0	203.913	NaN	20.586	NaN		28.157	NaN
7:53:43 PM	-1100.0	203.948	NaN	20.583	NaN		28.162	NaN
7:53:50 PM	-1150.0	204.528	NaN	20.553	NaN		28.166	NaN
7:53:57 PM	-1200.0	203.406	NaN	20.609	NaN		28.167	NaN
7:54:04 PM	-1250.0	204.129	NaN	20.572	NaN		28.170	NaN
7:54:11 PM	-1300.0	204.218	NaN	20.568	NaN		28.168	NaN
7:54:18 PM	-1350.0	204.224	NaN	20.566	NaN		28.175	NaN
7:54:25 PM	-1400.0	203.910	NaN	20.580	NaN		28.182	NaN
7:54:32 PM	-1450.0	203.675	NaN	20.594	NaN		28.173	NaN
7:54:39 PM	-1500.0	203.317	NaN	20.612	NaN		28.173	NaN
7:54:45 PM	-1550.0	203.129	NaN	20.620	NaN		28.179	NaN
7:54:52 PM	-1600.0	203.705	NaN	20.592	NaN		28.175	NaN
7:54:58 PM	-1650.0	204.002	NaN	20.582	NaN		28.155	NaN
7:55:05 PM	-1700.0	203.654	NaN	20.598	NaN		28.161	NaN
7:55:11 PM	-1750.0	204.028	NaN	20.579	NaN		28.162	NaN
7:55:18 PM	-1800.0	204.058	NaN	20.577	NaN		28.164	NaN
7:55:24 PM	-1850.0	203.576	NaN	20.598	NaN		28.177	NaN
7:55:31 PM	-1900.0	203.004	NaN	20.628	NaN		28.172	NaN
7:55:38 PM	-1950.0	203.865	NaN	20.583	NaN		28.179	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	4	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
8:20:56 PM	0.0	197.482	NaN	20.899	NaN		28.220	NaN
8:21:03 PM	-50.0	198.156	NaN	20.863	NaN		28.224	NaN
8:21:10 PM	-100.0	199.657	NaN	20.787	NaN		28.218	NaN
8:21:17 PM	-150.0	200.792	NaN	20.724	NaN		28.238	NaN
8:21:24 PM	-200.0	201.666	NaN	20.681	NaN		28.232	NaN
8:21:31 PM	-250.0	202.253	NaN	20.650	NaN		28.237	NaN
8:21:38 PM	-300.0	202.827	NaN	20.621	NaN		28.237	NaN
8:21:45 PM	-350.0	203.244	NaN	20.601	NaN		28.233	NaN
8:21:52 PM	-400.0	203.139	NaN	20.607	NaN		28.230	NaN
8:21:59 PM	-450.0	203.568	NaN	20.583	NaN		28.240	NaN
8:22:06 PM	-500.0	203.712	NaN	20.577	NaN		28.235	NaN
8:22:13 PM	-550.0	203.771	NaN	20.575	NaN		28.231	NaN
8:22:20 PM	-600.0	203.607	NaN	20.581	NaN		28.240	NaN
8:22:27 PM	-650.0	203.025	NaN	20.612	NaN		28.233	NaN
8:22:34 PM	-700.0	203.487	NaN	20.590	NaN		28.228	NaN
8:22:41 PM	-750.0	203.020	NaN	20.612	NaN		28.234	NaN
8:22:48 PM	-800.0	202.798	NaN	20.621	NaN		28.243	NaN
8:22:55 PM	-850.0	203.493	NaN	20.587	NaN		28.239	NaN
8:23:01 PM	-900.0	203.701	NaN	20.579	NaN		28.229	NaN
8:23:08 PM	-950.0	203.318	NaN	20.597	NaN		28.234	NaN
8:23:15 PM	-1000.0	203.005	NaN	20.614	NaN		28.229	NaN
8:23:22 PM	-1050.0	203.592	NaN	20.583	NaN		28.235	NaN
8:23:29 PM	-1100.0	203.099	NaN	20.610	NaN		28.226	NaN
8:23:35 PM	-1150.0	203.746	NaN	20.576	NaN		28.232	NaN
8:23:42 PM	-1200.0	203.645	NaN	20.584	NaN		28.220	NaN
8:23:49 PM	-1250.0	203.821	NaN	20.571	NaN		28.237	NaN
8:23:56 PM	-1300.0	203.921	NaN	20.566	NaN		28.237	NaN
8:24:03 PM	-1350.0	203.877	NaN	20.566	NaN		28.246	NaN
8:24:10 PM	-1400.0	202.827	NaN	20.621	NaN		28.237	NaN
8:24:17 PM	-1450.0	203.417	NaN	20.593	NaN		28.230	NaN
8:24:24 PM	-1500.0	203.795	NaN	20.575	NaN		28.226	NaN
8:24:31 PM	-1550.0	204.051	NaN	20.560	NaN		28.235	NaN
8:24:38 PM	-1600.0	203.746	NaN	20.576	NaN		28.232	NaN
8:24:44 PM	-1650.0	202.668	NaN	20.629	NaN		28.237	NaN
8:24:51 PM	-1700.0	203.094	NaN	20.609	NaN		28.231	NaN
8:24:58 PM	-1750.0	203.373	NaN	20.595	NaN		28.231	NaN
8:25:04 PM	-1800.0	203.055	NaN	20.610	NaN		28.235	NaN
8:25:11 PM	-1850.0	203.547	NaN	20.586	NaN		28.232	NaN
8:25:18 PM	-1900.0	203.040	NaN	20.611	NaN		28.234	NaN
8:25:25 PM	-1950.0	203.661	NaN	20.581	NaN		28.229	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	5	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
8:25:44 PM	0.0	196.778	NaN	20.933	NaN		28.231	NaN
8:25:51 PM	-50.0	197.589	NaN	20.890	NaN		28.234	NaN
8:25:58 PM	-100.0	199.066	NaN	20.813	NaN		28.236	NaN
8:26:05 PM	-150.0	199.805	NaN	20.775	NaN		28.236	NaN
8:26:12 PM	-200.0	201.110	NaN	20.708	NaN		28.237	NaN
8:26:19 PM	-250.0	202.183	NaN	20.655	NaN		28.231	NaN
8:26:26 PM	-300.0	203.233	NaN	20.603	NaN		28.227	NaN
8:26:33 PM	-350.0	202.717	NaN	20.628	NaN		28.231	NaN
8:26:39 PM	-400.0	203.303	NaN	20.598	NaN		28.233	NaN
8:26:46 PM	-450.0	203.448	NaN	20.590	NaN		28.236	NaN
8:26:53 PM	-500.0	203.647	NaN	20.580	NaN		28.236	NaN
8:27:00 PM	-550.0	203.283	NaN	20.600	NaN		28.229	NaN
8:27:07 PM	-600.0	203.829	NaN	20.575	NaN		28.219	NaN
8:27:14 PM	-650.0	203.143	NaN	20.608	NaN		28.225	NaN
8:27:21 PM	-700.0	203.501	NaN	20.590	NaN		28.225	NaN
8:27:28 PM	-750.0	203.799	NaN	20.578	NaN		28.213	NaN
8:27:35 PM	-800.0	203.342	NaN	20.598	NaN		28.225	NaN
8:27:42 PM	-850.0	203.891	NaN	20.569	NaN		28.231	NaN
8:27:49 PM	-900.0	203.303	NaN	20.598	NaN		28.233	NaN
8:27:56 PM	-950.0	203.561	NaN	20.586	NaN		28.229	NaN
8:28:03 PM	-1000.0	203.596	NaN	20.584	NaN		28.230	NaN
8:28:10 PM	-1050.0	203.367	NaN	20.597	NaN		28.224	NaN
8:28:17 PM	-1100.0	203.512	NaN	20.588	NaN		28.231	NaN
8:28:24 PM	-1150.0	202.588	NaN	20.635	NaN		28.229	NaN
8:28:31 PM	-1200.0	203.457	NaN	20.591	NaN		28.230	NaN
8:28:38 PM	-1250.0	203.820	NaN	20.575	NaN		28.221	NaN
8:28:45 PM	-1300.0	203.030	NaN	20.612	NaN		28.232	NaN
8:28:52 PM	-1350.0	203.606	NaN	20.584	NaN		28.228	NaN
8:28:59 PM	-1400.0	202.335	NaN	20.651	NaN		28.216	NaN
8:29:06 PM	-1450.0	203.845	NaN	20.572	NaN		28.228	NaN
8:29:13 PM	-1500.0	203.456	NaN	20.593	NaN		28.222	NaN
8:29:20 PM	-1550.0	203.552	NaN	20.586	NaN		28.231	NaN
8:29:27 PM	-1600.0	204.175	NaN	20.556	NaN		28.226	NaN
8:29:34 PM	-1650.0	203.482	NaN	20.590	NaN		28.229	NaN
8:29:41 PM	-1700.0	203.910	NaN	20.569	NaN		28.227	NaN
8:29:48 PM	-1750.0	203.397	NaN	20.595	NaN		28.226	NaN
8:29:55 PM	-1800.0	203.881	NaN	20.569	NaN		28.233	NaN
8:30:02 PM	-1850.0	203.432	NaN	20.592	NaN		28.231	NaN
8:30:09 PM	-1900.0	203.821	NaN	20.572	NaN		28.233	NaN
8:30:15 PM	-1950.0	202.757	NaN	20.627	NaN		28.227	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	6	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
8:30:47 PM	0.0	196.734	NaN	20.938	NaN		28.220	NaN
8:30:54 PM	-50.0	197.901	NaN	20.876	NaN		28.225	NaN
8:31:00 PM	-100.0	198.731	NaN	20.833	NaN		28.225	NaN
8:31:07 PM	-150.0	199.838	NaN	20.775	NaN		28.229	NaN
8:31:13 PM	-200.0	201.852	NaN	20.674	NaN		28.222	NaN
8:31:20 PM	-250.0	202.499	NaN	20.640	NaN		28.227	NaN
8:31:27 PM	-300.0	203.074	NaN	20.612	NaN		28.223	NaN
8:31:34 PM	-350.0	203.267	NaN	20.604	NaN		28.216	NaN
8:31:40 PM	-400.0	203.477	NaN	20.591	NaN		28.226	NaN
8:31:47 PM	-450.0	204.100	NaN	20.560	NaN		28.225	NaN
8:31:54 PM	-500.0	204.124	NaN	20.559	NaN		28.224	NaN
8:32:00 PM	-550.0	203.790	NaN	20.576	NaN		28.223	NaN
8:32:07 PM	-600.0	203.695	NaN	20.582	NaN		28.218	NaN
8:32:14 PM	-650.0	203.689	NaN	20.584	NaN		28.211	NaN
8:32:21 PM	-700.0	203.650	NaN	20.584	NaN		28.219	NaN
8:32:27 PM	-750.0	202.980	NaN	20.616	NaN		28.226	NaN
8:32:34 PM	-800.0	203.387	NaN	20.595	NaN		28.228	NaN
8:32:40 PM	-850.0	203.223	NaN	20.604	NaN		28.225	NaN
8:32:47 PM	-900.0	203.462	NaN	20.591	NaN		28.229	NaN
8:32:53 PM	-950.0	203.810	NaN	20.574	NaN		28.227	NaN
8:33:00 PM	-1000.0	203.879	NaN	20.573	NaN		28.217	NaN
8:33:06 PM	-1050.0	203.159	NaN	20.605	NaN		28.234	NaN
8:33:13 PM	-1100.0	203.711	NaN	20.579	NaN		28.227	NaN
8:33:19 PM	-1150.0	203.795	NaN	20.576	NaN		28.222	NaN
8:33:26 PM	-1200.0	203.746	NaN	20.577	NaN		28.228	NaN
8:33:32 PM	-1250.0	203.162	NaN	20.610	NaN		28.213	NaN
8:33:39 PM	-1300.0	203.188	NaN	20.606	NaN		28.224	NaN
8:33:45 PM	-1350.0	204.063	NaN	20.565	NaN		28.212	NaN
8:33:52 PM	-1400.0	203.784	NaN	20.578	NaN		28.216	NaN
8:33:58 PM	-1450.0	203.337	NaN	20.599	NaN		28.222	NaN
8:34:05 PM	-1500.0	203.392	NaN	20.596	NaN		28.223	NaN
8:34:11 PM	-1550.0	203.515	NaN	20.591	NaN		28.218	NaN
8:34:18 PM	-1600.0	203.656	NaN	20.581	NaN		28.230	NaN
8:34:24 PM	-1650.0	203.651	NaN	20.582	NaN		28.227	NaN
8:34:31 PM	-1700.0	203.188	NaN	20.605	NaN		28.228	NaN
8:34:37 PM	-1750.0	203.497	NaN	20.589	NaN		28.230	NaN
8:34:44 PM	-1800.0	203.366	NaN	20.598	NaN		28.220	NaN
8:34:50 PM	-1850.0	203.213	NaN	20.605	NaN		28.223	NaN
8:34:57 PM	-1900.0	203.671	NaN	20.580	NaN		28.231	NaN
8:35:03 PM	-1950.0	203.691	NaN	20.580	NaN		28.227	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/10/2024	Data Set: 	7	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
